Inhibitor	Direction	Deletion
144	AcetoSyringone	up	YEL063C
155	AcetoSyringone	up	YBR115C
164	AcetoSyringone	up	YDL077C
174	AcetoSyringone	up	YNR041C
184	AcetoSyringone	up	YBL003C
194	AcetoSyringone	up	YBL009W
204	AcetoSyringone	up	YBR005W
2111	AcetoSyringone	up	YER092W
226	AcetoSyringone	up	YMR039C
235	AcetoSyringone	up	YHR018C
245	AcetoSyringone	up	YGR101W
256	AcetoSyringone	up	YNL215W
266	AcetoSyringone	up	YGR032W
276	AcetoSyringone	up	YDR393W
285	AcetoSyringone	up	YOR309C
294	AcetoSyringone	up	YDL013W
304	AcetoSyringone	up	YIL094C
3110	AcetoSyringone	up	YDR011W
324	AcetoSyringone	up	YBR001C
334	AcetoSyringone	up	YGL005C
344	AcetoSyringone	up	YDR007W
354	AcetoSyringone	up	YJL071W
364	AcetoSyringone	up	YGL004C
374	AcetoSyringone	up	YDL002C
384	AcetoSyringone	up	YPR191W
395	AcetoSyringone	up	YNL003C
405	AcetoSyringone	up	YCR028C-A
4110	AcetoSyringone	up	YNL081C
424	AcetoSyringone	up	YBR266C
434	AcetoSyringone	up	YGR184C
444	AcetoSyringone	up	YDR276C
454	AcetoSyringone	up	YDL001W
464	AcetoSyringone	up	YDL006W
474	AcetoSyringone	up	YOR221C
483	AcetoSyringone	up	YGL009C
493	AcetoSyringone	up	YPL178W
503	AcetoSyringone	up	YGL017W
519	AcetoSyringone	up	YJL204C
523	AcetoSyringone	up	YBR200W
533	AcetoSyringone	up	YOL095C
543	AcetoSyringone	up	YPR173C
553	AcetoSyringone	up	YDR019C
563	AcetoSyringone	up	YGL010W
573	AcetoSyringone	up	YDR004W
583	AcetoSyringone	up	YGR022C
593	AcetoSyringone	up	YML001W
603	AcetoSyringone	up	YDL081C
618	AcetoSyringone	up	YBR291C
623	AcetoSyringone	up	YDR174W
632	AcetoSyringone	up	YOR125C
642	AcetoSyringone	up	YMR294W
653	AcetoSyringone	up	YJL046W
663	AcetoSyringone	up	YPR123C
673	AcetoSyringone	up	YMR116C
683	AcetoSyringone	up	YGL154C
693	AcetoSyringone	up	YBR248C
703	AcetoSyringone	up	YJL120W
718	AcetoSyringone	up	YDR477W
723	AcetoSyringone	up	YDL096C
733	AcetoSyringone	down	YEL037C
743	AcetoSyringone	down	YAL024C
753	AcetoSyringone	down	YDL070W
763	AcetoSyringone	down	YOL124C
772	AcetoSyringone	down	YHL031C
782	AcetoSyringone	down	YML097C
792	AcetoSyringone	down	YBR036C
802	AcetoSyringone	down	YNL293W
817	AcetoSyringone	down	YOL116W
822	AcetoSyringone	down	YBR164C
832	AcetoSyringone	down	YGL054C
842	AcetoSyringone	down	YJR140C
852	AcetoSyringone	down	YAL011W
862	AcetoSyringone	down	YGL165C
872	AcetoSyringone	down	YDR485C
140	Acetovanillone	up	YER092W
227	Acetovanillone	up	YOR106W
325	Acetovanillone	up	YCL063W
420	Acetovanillone	up	YIL020C
520	Acetovanillone	up	YBR266C
619	Acetovanillone	up	YHR018C
719	Acetovanillone	up	YKL124W
818	Acetovanillone	up	YDR006C
917	Acetovanillone	up	YGL105W
1015	Acetovanillone	up	YOR304W
1115	Acetovanillone	up	YEL063C
1215	Acetovanillone	up	YMR143W
1311	Acetovanillone	up	YPL101W
145	Acetovanillone	up	YDR393W
156	Acetovanillone	up	YBR291C
165	Acetovanillone	up	YGL005C
175	Acetovanillone	up	YBR082C
185	Acetovanillone	up	YIL094C
195	Acetovanillone	up	YJL071W
205	Acetovanillone	up	YPR173C
2112	Acetovanillone	up	YGR032W
228	Acetovanillone	up	YJL120W
236	Acetovanillone	up	YJR118C
246	Acetovanillone	up	YGL017W
257	Acetovanillone	up	YPL026C
267	Acetovanillone	up	YDL002C
277	Acetovanillone	up	YDL096C
286	Acetovanillone	up	YKL212W
295	Acetovanillone	up	YDR477W
305	Acetovanillone	up	YGL115W
3111	Acetovanillone	up	YGR184C
326	Acetovanillone	down	YJR140C
335	Acetovanillone	down	YIL160C
345	Acetovanillone	down	YOL116W
355	Acetovanillone	down	YDL070W
365	Acetovanillone	down	YHL031C
375	Acetovanillone	down	YEL037C
385	Acetovanillone	down	YNL293W
396	Acetovanillone	down	YBR231C
406	Acetovanillone	down	YAL011W
4111	Acetovanillone	down	YLR085C
425	Acetovanillone	down	YDR485C
435	Acetovanillone	down	YDR334W
445	Acetovanillone	down	YLR055C
455	Acetovanillone	down	YLL025W
146	AzelaicAcid	up	YHR018C
229	AzelaicAcid	up	YML001W
327	AzelaicAcid	up	YJL101C
426	AzelaicAcid	up	YDL052C
524	AzelaicAcid	up	YGR022C
620	AzelaicAcid	up	YDR004W
574	AzelaicAcid	down	YLL028W
584	AzelaicAcid	down	YEL053C
594	AzelaicAcid	down	YDR426C
604	AzelaicAcid	down	YGR170W
6110	AzelaicAcid	down	YLR056W
624	AzelaicAcid	down	YJL004C
633	AzelaicAcid	down	YJL175W
643	AzelaicAcid	down	YGL054C
654	AzelaicAcid	down	YHL025W
664	AzelaicAcid	down	YBL078C
674	AzelaicAcid	down	YIR033W
684	AzelaicAcid	down	YAL023C
694	AzelaicAcid	down	YMR029C
704	AzelaicAcid	down	YHL031C
7110	AzelaicAcid	down	YBR164C
724	AzelaicAcid	down	YLR047C
734	AzelaicAcid	down	YOR068C
744	AzelaicAcid	down	YIL076W
754	AzelaicAcid	down	YML048W
764	AzelaicAcid	down	YFL031W
773	AzelaicAcid	down	YML013W
783	AzelaicAcid	down	YOR089C
793	AzelaicAcid	down	YMR052W
803	AzelaicAcid	down	YDR372C
819	AzelaicAcid	down	YLR238W
823	AzelaicAcid	down	YML097C
833	AzelaicAcid	down	YOR267C
843	AzelaicAcid	down	YMR202W
853	AzelaicAcid	down	YHR079C
863	AzelaicAcid	down	YMR004W
873	AzelaicAcid	down	YER151C
882	AzelaicAcid	down	YPL051W
892	AzelaicAcid	down	YDL112W
902	AzelaicAcid	down	YML013C-A
918	AzelaicAcid	down	YKR019C
922	AzelaicAcid	down	YDR425W
932	AzelaicAcid	down	YDR213W
942	AzelaicAcid	down	YDR074W
952	AzelaicAcid	down	YOR132W
962	AzelaicAcid	down	YOR242C
971	AzelaicAcid	down	YDL078C
981	AzelaicAcid	down	YJL024C
991	AzelaicAcid	down	YOR270C
1001	AzelaicAcid	down	YPL074W
1016	AzelaicAcid	down	YPL195W
1021	AzelaicAcid	down	YDR477W
1031	AzelaicAcid	down	YLR055C
1041	AzelaicAcid	down	YML071C
1051	AzelaicAcid	down	YOR246C
1061	AzelaicAcid	down	YLR039C
1071	AzelaicAcid	down	YFL025C
1081	AzelaicAcid	down	YPL058C
1091	AzelaicAcid	down	YDR186C
1101	AzelaicAcid	down	YML022W
1116	AzelaicAcid	down	YOR165W
1121	AzelaicAcid	down	YMR205C
525	BMIMCl	down	YDR090C
534	BMIMCl	down	YNL273W
544	BMIMCl	down	YNL081C
554	BMIMCl	down	YLR237W
564	BMIMCl	down	YJL046W
575	BMIMCl	down	YCR071C
585	BMIMCl	down	YCR028C-A
595	BMIMCl	down	YBL005W
605	BMIMCl	down	YPR191W
6111	BMIMCl	down	YLR239C
625	BMIMCl	down	YGR101W
634	BMIMCl	down	YBR266C
644	BMIMCl	down	YGL154C
655	BMIMCl	down	YOL095C
665	BMIMCl	down	YDR393W
675	BMIMCl	down	YML001W
685	BMIMCl	down	YNR041C
695	BMIMCl	down	YPR173C
705	BMIMCl	down	YDR007W
7111	BMIMCl	down	YDR019C
725	BMIMCl	down	YDL002C
735	BMIMCl	down	YIL094C
745	BMIMCl	down	YPL178W
755	BMIMCl	down	YGR032W
765	BMIMCl	down	YNL003C
774	BMIMCl	down	YJL071W
784	BMIMCl	down	YGL010W
794	BMIMCl	down	YBR248C
804	BMIMCl	down	YDR004W
8110	BMIMCl	down	YGL004C
824	BMIMCl	down	YPL172C
834	BMIMCl	down	YDR310C
844	BMIMCl	down	YOR221C
854	BMIMCl	down	YOL068C
864	BMIMCl	down	YGR022C
874	BMIMCl	down	YDL006W
883	BMIMCl	down	YOR279C
893	BMIMCl	down	YDL013W
903	BMIMCl	down	YGR188C
919	BMIMCl	down	YLR426W
923	BMIMCl	down	YMR021C
933	BMIMCl	down	YDR276C
943	BMIMCl	down	YGL009C
953	BMIMCl	down	YGL017W
963	BMIMCl	down	YOR125C
972	BMIMCl	down	YDL001W
982	BMIMCl	down	YOL009C
992	BMIMCl	down	YIL020C
1002	BMIMCl	down	YGL005C
1017	BMIMCl	down	YCR079W
1022	BMIMCl	down	YML016C
147	Benomyl	up	YPR141C
366	Benomyl	down	YOR349W
376	Benomyl	down	YML124C
386	Benomyl	down	YEL003W
397	Benomyl	down	YER007W
407	Benomyl	down	YGR078C
4112	Benomyl	down	YOR010C
427	Benomyl	down	YNL153C
436	Benomyl	down	YPL165C
446	Benomyl	down	YOR026W
456	Benomyl	down	YKL211C
465	Benomyl	down	YKL050C
475	Benomyl	down	YGR069W
484	Benomyl	down	YLR187W
494	Benomyl	down	YOR121C
504	Benomyl	down	YNL334C
5110	Benomyl	down	YAR003W
526	Benomyl	down	YMR030W
535	Benomyl	down	YDR346C
545	Benomyl	down	YMR044W
555	Benomyl	down	YGL148W
565	Benomyl	down	YCR073W-A
576	Benomyl	down	YHL036W
586	Benomyl	down	YOR209C
596	Benomyl	down	YLR257W
606	Benomyl	down	YEL010W
6112	Benomyl	down	YMR078C
626	Benomyl	down	YLR064W
635	Benomyl	down	YOR019W
645	Benomyl	down	YBR114W
656	Benomyl	down	YDR216W
666	Benomyl	down	YDR139C
676	Benomyl	down	YDR266C
686	Benomyl	down	YHR096C
696	Benomyl	down	YML027W
706	Benomyl	down	YDR245W
148	BenzoicAcid	up	YDR156W
230	BenzoicAcid	up	YMR289W
328	BenzoicAcid	up	YJR014W
428	BenzoicAcid	up	YNL147W
527	BenzoicAcid	up	YMR100W
627	BenzoicAcid	up	YDR202C
720	BenzoicAcid	up	YKL096W-A
820	BenzoicAcid	up	YHR140W
920	BenzoicAcid	up	YKL139W
1117	BenzoicAcid	down	YDL119C
1216	BenzoicAcid	down	YML048W
1312	BenzoicAcid	down	YPL058C
149	BenzoicAcid	down	YEL063C
157	BenzoicAcid	down	YJR073C
166	BenzoicAcid	down	YJR066W
176	BenzoicAcid	down	YKL046C
186	BenzoicAcid	down	YDR435C
196	BenzoicAcid	down	YDL020C
206	BenzoicAcid	down	YLR372W
150	CV	up	YDR005C
237	CV	up	YNL192W
329	CV	up	YOL108C
429	CV	up	YOL029C
528	CV	up	YDL002C
628	CV	up	YOL009C
726	CV	up	YBR113W
825	CV	up	YML071C
924	CV	up	YDR455C
1018	CV	up	YBL007C
1118	CV	up	YOR125C
1217	CV	up	YJR059W
1313	CV	up	YBR082C
1410	CV	up	YGL004C
158	CV	up	YPL120W
167	CV	up	YML001W
177	CV	up	YDR019C
187	CV	up	YDL001W
197	CV	up	YJL204C
207	CV	up	YGL010W
2113	CV	up	YBL005W
2210	CV	up	YBR200W
238	CV	up	YGL017W
247	CV	up	YBR248C
258	CV	up	YDR276C
268	CV	up	YDL006W
278	CV	up	YGR032W
287	CV	up	YNL003C
296	CV	up	YOR221C
306	CV	up	YDR004W
3112	CV	up	YJL046W
3210	CV	up	YDL012C
336	CV	up	YGR101W
346	CV	up	YCR028C-A
356	CV	up	YGL136C
367	CV	up	YNL081C
377	CV	up	YDR126W
387	CV	up	YDR011W
398	CV	up	YGL009C
408	CV	up	YPL178W
4113	CV	up	YGR022C
4210	CV	up	YDR393W
437	CV	up	YDR007W
447	CV	up	YDL077C
457	CV	up	YDR006C
466	CV	up	YBR009C
476	CV	up	YIL094C
485	CV	up	YER108C
495	CV	up	YGL005C
505	CV	up	YDR026C
5111	CV	up	YLR239C
529	CV	up	YGL167C
536	CV	up	YLR056W
546	CV	up	YOL095C
556	CV	up	YIL020C
566	CV	up	YBR266C
577	CV	up	YHR018C
587	CV	up	YGR023W
597	CV	up	YOR309C
