"gene"	"GVL"
"602"	"YDR108W"	-3.76609573258802
"603"	"YDR109C"	-0.0952653835481477
"604"	"YDR110W"	-0.979580978365349
"605"	"YDR111C"	-0.916394616019565
"606"	"YDR112W"	-0.785163769854647
"607"	"YDR116C"	-0.333628592104869
"608"	"YDR117C"	-2.43115734859695
"609"	"YDR119W"	-0.202306496328834
"610"	"YDR120C"	-0.734523297920494
"611"	"YDR121W"	1.1686620677681
"612"	"YDR122W"	-0.40184133369578
"613"	"YDR123C"	-1.84579489984993
"614"	"YDR124W"	-0.85448686077698
"615"	"YDR125C"	0.514981434841398
"616"	"YDR126W"	-0.561949289855185
"617"	"YDR127W"	-3.57733131147506
"618"	"YDR128W"	0.759367434246231
"619"	"YDR130C"	-0.64336568973209
"620"	"YDR131C"	-0.386879054605879
"621"	"YDR132C"	-0.437144390833856
"622"	"YDR133C"	-0.853700733473488
"623"	"YDR134C"	0.580539560700324
"624"	"YDR135C"	-0.252859400326241
"625"	"YDR139C"	-1.43224405360293
"626"	"YDR142C"	-0.4753265804445
"627"	"YDR143C"	-0.810929135760946
"628"	"YDR144C"	-0.78383590610595
"629"	"YDR146C"	0.619638812380192
"630"	"YDR147W"	-2.05104250456294
"631"	"YDR148C"	-0.487761741966202
"632"	"YDR149C"	-0.891191200052882
"633"	"YDR150W"	-0.824097810796518
"634"	"YDR153C"	-0.553948533364739
"635"	"YDR154C"	-1.15631992378604
"636"	"YDR155C"	-0.726997011293615
"637"	"YDR156W"	0.0303820445215009
"638"	"YDR157W"	-2.68548058099918
"639"	"YDR158W"	-0.964320402460336
"640"	"YDR159W"	-1.89107294917418
"641"	"YDR161W"	-0.766740574081842
"642"	"YDR162C"	-4.52359630784107
"643"	"YDR163W"	-1.26019625790793
"644"	"YDR165W"	-0.386484596034852
"645"	"YDR169C"	-0.0392688050161373
"646"	"YDR171W"	-1.01953310461326
"647"	"YDR174W"	0.551068713075402
"648"	"YDR181C"	-0.7135659687517
"649"	"YDR184C"	0.05470440115427
"650"	"YDR185C"	-0.78850841965247
"651"	"YDR186C"	-0.772301613314823
"652"	"YDR191W"	0.10304405249157
"653"	"YDR192C"	-0.677434191261173
"654"	"YDR193W"	1.02706425760447
"655"	"YDR198C"	-0.561366835029989
"656"	"YDR202C"	-0.573682042983651
"657"	"YDR203W"	-0.496875421406341
"658"	"YDR205W"	0.147117065582599
"659"	"YDR206W"	1.62942134423538
"660"	"YDR207C"	-5.19089986832487
"661"	"YDR209C"	-0.899654063845326
"662"	"YDR210W"	-0.908996477023203
"663"	"YDR213W"	-1.97953963019684
"664"	"YDR214W"	-1.06435656716391
"665"	"YDR215C"	-0.829915236107968
"666"	"YDR216W"	-0.178653690815696
"667"	"YDR217C"	-1.52630484171243
"668"	"YDR218C"	-0.75016486752301
"669"	"YDR219C"	-0.559136530865191
"670"	"YDR220C"	-0.620897335623187
