"gene"	"EtOH"
"90"	"YBL051C"	-0.159427275625139
"91"	"YBL052C"	-0.210499216078976
"92"	"YBL053W"	-0.213861279633716
"93"	"YBL054W"	-0.0207259442060123
"94"	"YBL055C"	0.975577012504703
"95"	"YBL056W"	0.657350412316282
"96"	"YBL057C"	0.303146664368608
"97"	"YBL059W"	0.452759671180157
"98"	"YBL060W"	0.743435257171381
"99"	"YBL061C"	-0.296059436492384
"100"	"YBL062W"	-0.243532908747311
"101"	"YBL063W"	-0.411531148043249
"102"	"YBL064C"	-1.55610246294216
"103"	"YBL065W"	-0.330554358968067
"104"	"YBL066C"	0.55909622449041
"105"	"YBL067C"	-0.490808455316572
"106"	"YBL068W"	-0.230158250018857
"107"	"YBL069W"	0.711530422093846
"108"	"YBL070C"	0.667067413475819
"109"	"YBL071C"	-0.504902846274835
"110"	"YBL072C"	0.320297921244453
"111"	"YBL075C"	0.877690199752505
"112"	"YBL078C"	0.33917187500417
"113"	"YBL079W"	1.08665519597039
"114"	"YBL081W"	0.573486678614696
"115"	"YBL082C"	-1.66398986566287
"116"	"YBL083C"	-0.862493283301707
"117"	"YBL085W"	-0.416054350917221
"118"	"YBL086C"	0.0464225823234898
"119"	"YBL087C"	0.235667223035099
"120"	"YBL088C"	-0.556385799019303
"121"	"YBL089W"	-0.179374364159329
"122"	"YBL091C-A"	0.34434412232095
"123"	"YBL091C"	-0.719083808328085
"124"	"YBL094C"	-0.402465371094851
"125"	"YBL095W"	-0.402168212661697
"126"	"YBL096C"	-0.522522880081157
"127"	"YBL098W"	-0.00305940943656328
"128"	"YBL101C"	-0.456627120311372
"129"	"YBL102W"	0.914334879443886
"130"	"YBL103C"	-0.426771128290117
"131"	"YBL104C"	-0.733695497656443
"132"	"YBL106C"	0.578347641815705
"133"	"YBL107C"	-0.350727718598099
"134"	"YBR001C"	0.0317158522388035
"135"	"YBR005W"	0.564292590295166
"136"	"YBR006W"	0.432800292521554
"137"	"YBR007C"	0.820033723358044
"138"	"YBR008C"	-0.660387116131596
"139"	"YBR009C"	-0.123105786748558
"140"	"YBR010W"	0.54776282565514
"141"	"YBR012C"	0.640830555235788
"142"	"YBR013C"	-0.0641164030951639
"143"	"YBR014C"	-0.692403386439149
"144"	"YBR015C"	-0.164281313371779
"145"	"YBR016W"	-0.664033496388251
"146"	"YBR018C"	-0.449386472529016
"147"	"YBR022W"	0.681159748014869
"148"	"YBR024W"	-0.29217262713185
"149"	"YBR025C"	0.411559822624596
"150"	"YBR026C"	1.21616064876088
"151"	"YBR027C"	-0.490269871192209
"152"	"YBR028C"	-0.187781039202386
"153"	"YBR030W"	-0.5972455465748
"154"	"YBR031W"	0.0942147032405944
"155"	"YBR032W"	0.112247814876176
"156"	"YBR033W"	-0.300519381884987
"157"	"YBR034C"	0.43312525610842
"158"	"YBR036C"	-1.54359628734211
"159"	"YBR040W"	-0.503958391391405
"160"	"YBR041W"	0.00113930280265305
"161"	"YBR042C"	1.82550975643595
"162"	"YBR043C"	0.510895896835175
"163"	"YBR044C"	-0.939852830129196
"164"	"YBR045C"	-0.830517309398404
"165"	"YBR047W"	0.706980192062665
"166"	"YBR048W"	1.07176011985066
"167"	"YBR052C"	-0.620369187432532
"168"	"YBR053C"	-0.109057823323606
"169"	"YBR054W"	-0.514479372041192
"170"	"YBR056W"	-1.71708264174921
"171"	"YBR057C"	-0.318046504495795
"172"	"YBR058C"	-1.14760606203433
"173"	"YBR059C"	-0.980611913371563
"174"	"YBR061C"	-0.63467274070401
"175"	"YBR062C"	0.635688224105327
"176"	"YBR063C"	0.0772809618328103
"177"	"YBR064W"	-0.395251915384667
"178"	"YBR065C"	-0.888537781246405
"179"	"YBR068C"	-0.256663711956306
"180"	"YBR069C"	-0.993352922341768
"181"	"YBR071W"	0.147218093235953
"182"	"YBR072W"	-0.41239720714081
"183"	"YBR073W"	0.601243590034251
"184"	"YBR074W"	0.447730337566694
"185"	"YBR075W"	-0.104767374154075
"186"	"YBR076W"	0.263742208598565
"187"	"YBR077C"	-0.800965611730833
"188"	"YBR078W"	-0.645514272165224
"189"	"YBR082C"	-1.27294661272903
"190"	"YBR083W"	0.584071564261349
"191"	"YBR084C-A"	0.770437314141484
"192"	"YBR084W"	-0.0651314828162164
"193"	"YBR085W"	0.403171311185632
"194"	"YBR086C"	0.378780073986442
"195"	"YBR090C-A"	-0.717164718145804
"196"	"YBR090C"	1.25680805703338
"197"	"YBR092C"	0.455679279252127
"198"	"YBR095C"	0.986830387380788
"199"	"YBR098W"	0.11028374959109
"200"	"YBR099C"	0.0777949614832247
"201"	"YBR100W"	0.538918683804604
"202"	"YBR104W"	-0.180864055302586
"203"	"YBR105C"	-0.313532642593051
"204"	"YBR107C"	0.718100913822848
"205"	"YBR108W"	1.38513765217166
"206"	"YBR111C"	-0.179881543585632
"207"	"YBR113W"	-0.500556040777002
"208"	"YBR114W"	-0.927625672093068
"209"	"YBR115C"	0.648298070793155
"210"	"YBR116C"	-0.339499515659763
"211"	"YBR118W"	-0.532684917502751
"212"	"YBR119W"	-0.34218696133084
"213"	"YBR125C"	0.657015903920149
"214"	"YBR126C"	-1.50293429400605
"215"	"YBR128C"	1.32854138449508
"216"	"YBR129C"	-0.409464905289486
"217"	"YBR130C"	-1.82215927019948
"218"	"YBR132C"	-0.920977949261673
"219"	"YBR134W"	-0.401880575162327
"220"	"YBR137W"	-0.517795264020681
"221"	"YBR138C"	-0.436960032716973
"222"	"YBR141C"	0.746892418568475
"223"	"YBR144C"	3.13039643208688
"224"	"YBR145W"	0.0309805401155448
"225"	"YBR147W"	-0.225864237103607
"226"	"YBR148W"	-0.128757448824113
"227"	"YBR150C"	-3.02766668668423
"228"	"YBR151W"	-0.514304644948028
"229"	"YBR156C"	-0.0468776412499176
"230"	"YBR157C"	-0.0351923644459127
"231"	"YBR161W"	-0.382504852530045
"232"	"YBR162C"	-0.392531409301362
"233"	"YBR162W-A"	-0.453163095723449
"234"	"YBR164C"	-1.02088245199369
"235"	"YBR165W"	0.31528353680265
"236"	"YBR166C"	-5.1390752487319
"237"	"YBR168W"	-0.688782608160457
"238"	"YBR171W"	1.54797419461875
"239"	"YBR172C"	-1.32990908304054
"240"	"YBR174C"	0.288874981931749
"241"	"YBR175W"	-0.00562795680656756
"242"	"YBR176W"	0.0165814964014325
"243"	"YBR177C"	-0.262507166631732
"244"	"YBR180W"	-0.080510085906815
"245"	"YBR183W"	-0.914861785970308
"246"	"YBR184W"	0.351194034329781
"247"	"YBR185C"	-0.426124836501624
"248"	"YBR186W"	0.349738104348175
"249"	"YBR197C"	0.714484613157376
"250"	"YBR199W"	-0.330688920654876
"251"	"YBR200W"	-1.42198345589977
"252"	"YBR203W"	0.674870444176243
"253"	"YBR204C"	0.0384778853414487
"254"	"YBR205W"	-0.183828106181208
"255"	"YBR206W"	0.0822748957742806
"256"	"YBR207W"	-0.304540724573016
"257"	"YBR208C"	0.0882530109999949
"258"	"YBR209W"	-1.46298889926249
"259"	"YBR210W"	-0.309610154593789
"260"	"YBR212W"	-1.24570074797169
"261"	"YBR214W"	0.497483528503889
"262"	"YBR215W"	-0.798333823653975
"263"	"YBR216C"	0.735233429722483
"264"	"YBR217W"	0.239394955838907
"265"	"YBR218C"	0.355328052571087
"266"	"YBR219C"	-0.485254239754341
"267"	"YBR220C"	-0.906034544002699
"268"	"YBR221C"	-1.50876166696266
"269"	"YBR222C"	1.92879315622385
"270"	"YBR223C"	0.333433557098658
"271"	"YBR224W"	-0.144125125204544
"272"	"YBR225W"	1.11055339263106
"273"	"YBR226C"	0.993033761923299
"274"	"YBR229C"	-0.468020198861869
"275"	"YBR231C"	-0.634449446040091
"276"	"YBR232C"	-0.0533565550767299
"277"	"YBR233W"	0.599717460633757
"278"	"YBR235W"	1.05801055498536
"279"	"YBR239C"	0.503204187944644
"280"	"YBR240C"	0.501896014639756
"281"	"YBR241C"	-0.322279436702913
"282"	"YBR245C"	-0.0616958590483109
"283"	"YBR248C"	0.00582111791953358
"284"	"YBR250W"	0.136645066764658
"285"	"YBR255W"	0.995882620526607
"286"	"YBR258C"	0.2220485588918
"287"	"YBR259W"	0.531204150753741
"288"	"YBR260C"	-0.650849037072803
"289"	"YBR261C"	0.230917669361316
"290"	"YBR262C"	1.5421882758422
"291"	"YBR263W"	0.99704993167224
"292"	"YBR264C"	0.669564216380997
"293"	"YBR266C"	1.39508162773227
"294"	"YBR267W"	0.604505870061921
"295"	"YBR269C"	-0.377490402838309
"296"	"YBR270C"	1.25251830638209
"297"	"YBR271W"	0.570044013293045
"298"	"YBR274W"	-0.149784616860521
"299"	"YBR275C"	1.08775324368766
"300"	"YBR276C"	-0.13198924896739
"301"	"YBR277C"	-0.301751756217571
"302"	"YBR278W"	-0.151493610007852
"303"	"YBR280C"	1.55718977830398
"304"	"YBR281C"	-0.098917775639385
"305"	"YBR283C"	-1.3394672312404
"306"	"YBR284W"	-0.190042939587976
"307"	"YBR285W"	-0.149950009818864
"308"	"YBR286W"	-0.333858770768283
"309"	"YBR287W"	-0.208099037261577
"310"	"YBR289W"	-0.741025825251092
"311"	"YBR290W"	-0.134795365559547
"312"	"YBR291C"	1.00270905638084
"313"	"YBR292C"	-0.101366636824255
"314"	"YBR293W"	-1.14223078372178
"315"	"YBR294W"	-0.304923042671052
"316"	"YBR295W"	-0.189613084727612
"317"	"YBR296C"	-0.253754576656758
"318"	"YBR297W"	-1.453185548656
"319"	"YBR298C"	-0.475273250639702
"320"	"YBR301W"	-0.0648767702293289
"321"	"YCL001W-A"	-0.377729205529692
"322"	"YCL001W"	-0.117917569131448
"323"	"YCL006C"	-0.464188250961552
"324"	"YCL010C"	-0.166062882004223
"325"	"YCL011C"	0.758159746306563
"326"	"YCL012W"	0.0652347967061264
"327"	"YCL013W"	-0.0681843820861946
"328"	"YCL014W"	-0.755630353574278
"329"	"YCL016C"	-1.24570074797169
"330"	"YCL022C"	0.669722723446966
"331"	"YCL023C"	0.663147899609129
"332"	"YCL024W"	0.260356548466984
"333"	"YCL025C"	-0.0551451734603917
"334"	"YCL026C-A"	0.921614463163497
"335"	"YCL026C"	0.992832369250138
"336"	"YCL027W"	-1.45616016689406
"337"	"YCL028W"	0.273644236711101
"338"	"YCL029C"	-1.14360150660685
"339"	"YCL034W"	0.853523392333605
"340"	"YCL035C"	0.0871088008391333
"341"	"YCL038C"	-1.28076464289482
"342"	"YCL039W"	-0.837036670360671
"343"	"YCL042W"	1.65367551479
"344"	"YCL046W"	-0.0793652184149028
"345"	"YCL048W"	0.100942772479364
"346"	"YCL049C"	-0.36655292544565
"347"	"YCL050C"	0.704111181609181
"348"	"YCL051W"	-0.129917299718376
"349"	"YCL055W"	0.128471369398398
"350"	"YCL057W"	-0.538372709194956
"351"	"YCL061C"	-0.00654609236125792
"352"	"YCL062W"	-0.0409468344051951
"353"	"YCL063W"	-0.0562327387124297
"354"	"YCL064C"	-0.482765135762419
"355"	"YCL069W"	0.0347548592951809
"356"	"YCL074W"	1.22077124778921
"357"	"YCL075W"	0.905487961479758
"358"	"YCL076W"	0.145694532958737
"359"	"YCR001W"	-1.19633982169583
"360"	"YCR005C"	-0.277189985161714
"361"	"YCR006C"	-0.777003555363137
"362"	"YCR007C"	-0.141396951915504
"363"	"YCR008W"	0.304919495145457
"364"	"YCR009C"	-0.140360916718321
"365"	"YCR010C"	-0.153023408920065
"366"	"YCR011C"	-0.317149029909928
"367"	"YCR014C"	-0.344711352351608
"368"	"YCR015C"	-0.389948818352324
"369"	"YCR016W"	0.353664800336375
"370"	"YCR017C"	-0.0381891536201215
"371"	"YCR019W"	-0.0487325181270139
"372"	"YCR020C-A"	0.630595375409513
"373"	"YCR020C"	-0.345524311885399
"374"	"YCR021C"	-0.357970280973073
"375"	"YCR022C"	1.14121501414867
"376"	"YCR023C"	-0.0522471100294203
"377"	"YCR024C-A"	-0.529667473146545
"378"	"YCR025C"	-0.243752546840721
"379"	"YCR027C"	-0.52450436491205
"380"	"YCR028C-A"	0.821475032680919
"381"	"YCR030C"	0.540614341949111
"382"	"YCR031C"	-0.399644449133104
"383"	"YCR032W"	0.20054481297109
"384"	"YCR033W"	-0.193440580328832
"385"	"YCR034W"	-0.525112494159365
"386"	"YCR036W"	-0.20794697466483
"387"	"YCR037C"	0.223083027626417
"388"	"YCR043C"	-0.101662182265328
"389"	"YCR044C"	-0.975009205257201
"390"	"YCR045C"	-0.413920980929759
"391"	"YCR048W"	0.711459678005606
"392"	"YCR049C"	-0.410058709031397
"393"	"YCR050C"	-0.340646625343622
"394"	"YCR051W"	-0.249410475386208
"395"	"YCR053W"	1.95403351722041
"396"	"YCR059C"	-0.0849052293449063
"397"	"YCR060W"	0.431460025735447
"398"	"YCR061W"	0.673723853729533
"399"	"YCR062W"	-2.14561494358281
"400"	"YCR065W"	0.0261518680973215
"401"	"YCR068W"	0.0381675575875473
"402"	"YCR069W"	-0.269141698324538
"403"	"YCR071C"	0.963656198378275
"404"	"YCR073C"	0.852523794066284
"405"	"YCR073W-A"	0.0766076555590465
"406"	"YCR075C"	-0.187463491003054
"407"	"YCR076C"	-1.41377493237188
"408"	"YCR077C"	0.271535692661031
"409"	"YCR079W"	-0.0853333032269478
"410"	"YCR081W"	-0.765298692221428
"411"	"YCR082W"	-1.0065383664514
"412"	"YCR085W"	0.0255850428038571
"413"	"YCR086W"	1.51867261360264
"414"	"YCR087C-A"	-0.299025931358042
"415"	"YCR087W"	-0.115902749857616
"416"	"YCR088W"	-0.112788069799899
"417"	"YCR090C"	-0.433045581337271
"418"	"YCR092C"	-0.255636641065785
"419"	"YCR095C"	-0.309233462481623
"420"	"YCR098C"	-0.219314689014254
"421"	"YCR099C"	0.216513076305033
"422"	"YCR100C"	-0.091402611516608
"423"	"YCR101C"	-0.710530994626468
"424"	"YCR102C"	-0.355679595837024
"425"	"YCR102W-A"	0.831705923680135
"426"	"YCR105W"	-0.304483939398811
"427"	"YCR106W"	-0.635395250522521
"428"	"YCR107W"	-0.500335509192084
"429"	"YDL001W"	0.578658598554611
"430"	"YDL002C"	0.470910579799319
"431"	"YDL006W"	0.433257922987075
"432"	"YDL010W"	-0.563013397806617
"433"	"YDL011C"	-0.689101322213401
"434"	"YDL012C"	0.420865653796896
"435"	"YDL013W"	0.561310473536454
"436"	"YDL018C"	-0.452351777727328
"437"	"YDL019C"	-0.195402581315494
"438"	"YDL020C"	-1.67553418979801
"439"	"YDL024C"	0.620396055712152
"440"	"YDL025C"	-0.382768645546614
"441"	"YDL026W"	-0.451280947355722
"442"	"YDL035C"	0.578819209737936
"443"	"YDL036C"	-0.267721365075316
"444"	"YDL037C"	-0.0186165476915684
"445"	"YDL038C"	-0.590011893380779
"446"	"YDL039C"	-0.640243338477966
"447"	"YDL048C"	-0.270303238927685
"448"	"YDL050C"	-0.497067653618617
"449"	"YDL051W"	-0.519533361592773
"450"	"YDL052C"	-0.357208052510571
"451"	"YDL054C"	0.232982874849797
"452"	"YDL056W"	-0.287869492440501
"453"	"YDL059C"	-0.422458450262832
"454"	"YDL063C"	0.00412649236578835
"455"	"YDL066W"	0.772443047817547
"456"	"YDL070W"	0.599956476233849
"457"	"YDL071C"	-0.629496037518834
"458"	"YDL074C"	-1.8076035137704
"459"	"YDL076C"	0.196008087659435
"460"	"YDL077C"	0.102282411100907
"461"	"YDL078C"	-0.775157914711544
"462"	"YDL079C"	-0.288462451108273
"463"	"YDL080C"	-1.95076228478184
"464"	"YDL081C"	0.798750552147933
"465"	"YDL082W"	0.551828394621141
"466"	"YDL083C"	1.23592164974709
"467"	"YDL085W"	-0.324441050845472
"468"	"YDL086W"	0.342852124274234
"469"	"YDL088C"	0.95166294269165
"470"	"YDL089W"	1.44503363568149
"471"	"YDL091C"	-1.35925355396498
"472"	"YDL093W"	-0.396082022745606
"473"	"YDL094C"	-0.0548569840422899
"474"	"YDL096C"	-0.306521624098569
"475"	"YDL100C"	-1.53335354454584
"476"	"YDL106C"	-0.213655436656209
"477"	"YDL109C"	-0.582653227530282
"478"	"YDL110C"	0.122518200971805
"479"	"YDL112W"	0.18991703519789
"480"	"YDL114W"	-1.26876628887511
"481"	"YDL117W"	2.83628980308031
"482"	"YDL119C"	-1.83974625589586
"483"	"YDL121C"	-0.635380680410943
"484"	"YDL122W"	-0.286413652385032
"485"	"YDL123W"	-0.157422012805138
"486"	"YDL127W"	-0.442936192891808
"487"	"YDL128W"	1.84521909495442
"488"	"YDL130W-A"	0.542284341222538
"489"	"YDL130W"	-0.703796588906489
"490"	"YDL133C-A"	0.680239783643235
"491"	"YDL134C"	-0.241399444569063
"492"	"YDL136W"	0.131833348982279
"493"	"YDL137W"	0.887702157922778
"494"	"YDL142C"	-0.90189773742961
"495"	"YDL144C"	0.842204102388077
"496"	"YDL149W"	0.231060862022885
"497"	"YDL154W"	-0.395695186838709
"498"	"YDL155W"	-0.651922831441529
"499"	"YDL156W"	0.00361641525483855
"500"	"YDL161W"	-0.484320277327251
"501"	"YDL162C"	-1.72667547737471
"502"	"YDL168W"	-0.410922926018845
"503"	"YDL169C"	-0.142738873153413
"504"	"YDL170W"	-1.8880494453281
"505"	"YDL171C"	0.577070215532939
"506"	"YDL172C"	0.828244375816618
"507"	"YDL173W"	0.799274639646755
"508"	"YDL174C"	0.00954887782716212
"509"	"YDL177C"	0.11317571615008
"510"	"YDL178W"	-0.366767196728904
"511"	"YDL180W"	-0.479366789251157
"512"	"YDL182W"	0.0921124224091532
"513"	"YDL184C"	0.704029664187426
"514"	"YDL186W"	0.801264822171602
"515"	"YDL187C"	0.408656734258719
"516"	"YDL188C"	0.460404310071665
"517"	"YDL189W"	0.229039974704173
"518"	"YDL190C"	-1.21443294361602
"519"	"YDL191W"	-1.06102213815069
"520"	"YDL194W"	0.467769714093991
"521"	"YDL197C"	1.79555654084341
"522"	"YDL199C"	-0.393760147269976
"523"	"YDL200C"	-0.227036097305562
"524"	"YDL201W"	-0.550643574831708
"525"	"YDL203C"	0.272478932997982
"526"	"YDL204W"	0.789899562777459
"527"	"YDL210W"	0.710810034790717
"528"	"YDL211C"	0.416560403434229
"529"	"YDL215C"	1.18234766192329
"530"	"YDL218W"	-0.388726270476586
"531"	"YDL219W"	-0.534619956819217
"532"	"YDL223C"	-1.47063002321795
"533"	"YDL224C"	-0.928656853989096
"534"	"YDL226C"	-0.262627049347186
"535"	"YDL227C"	0.407396305960931
"536"	"YDL229W"	0.0494338008428156
"537"	"YDL230W"	0.492879459220621
"538"	"YDL231C"	0.491414478787425
"539"	"YDL233W"	0.230826267799371
"540"	"YDL236W"	0.47408367914312
"541"	"YDL237W"	1.47779975358573
"542"	"YDL239C"	0.931405449984662
"543"	"YDL240W"	-1.8150624995667
"544"	"YDL241W"	0.623837167209705
"545"	"YDL242W"	0.508764877230028
"546"	"YDL243C"	-0.207421869860231
"547"	"YDR001C"	-0.986674984154253
"548"	"YDR004W"	0.900355207425566
"549"	"YDR005C"	1.36529599961218
"550"	"YDR006C"	0.554841602880055
"551"	"YDR007W"	0.998849134161193
"552"	"YDR009W"	-0.538334674497602
"553"	"YDR010C"	0.95998368769236
"554"	"YDR011W"	0.0614788605085781
"555"	"YDR014W"	-0.0482194524553747
"556"	"YDR015C"	-0.403921529223512
"557"	"YDR018C"	-0.296631717502939
"558"	"YDR019C"	0.823562663445991
"559"	"YDR020C"	-0.661933539357407
"560"	"YDR022C"	-0.46971591252152
"561"	"YDR024W"	-0.820437077877886
"562"	"YDR025W"	-2.46708032228947
"563"	"YDR026C"	-0.0704526245058567
"564"	"YDR030C"	0.752896300274735
"565"	"YDR032C"	2.83628980308031
"566"	"YDR033W"	-0.524637695193288
"567"	"YDR035W"	-0.933698582268456
"568"	"YDR036C"	1.07956248786293
"569"	"YDR046C"	0.400178645649477
"570"	"YDR048C"	-0.257597536677174
"571"	"YDR049W"	0.595189093305441
"572"	"YDR051C"	-0.575104037105118
"573"	"YDR055W"	-0.633392618701087
"574"	"YDR057W"	-1.32216334174534
"575"	"YDR058C"	0.139415618300538
"576"	"YDR061W"	-0.877482093466066
"577"	"YDR063W"	-1.7373311066063
"578"	"YDR066C"	-0.622942658981284
"579"	"YDR067C"	-0.561726584704363
"580"	"YDR068W"	0.489544545047629
"581"	"YDR070C"	0.131125807235176
"582"	"YDR071C"	0.214422684692795
"583"	"YDR072C"	-0.691172156735565
"584"	"YDR073W"	-0.62360502510338
"585"	"YDR074W"	0.553460746660828
"586"	"YDR076W"	0.736794571962928
"587"	"YDR080W"	0.386081549711258
"588"	"YDR083W"	-0.584688457007199
"589"	"YDR085C"	-0.331893516656517
"590"	"YDR089W"	0.267580851778559
"591"	"YDR090C"	0.595343965624956
"592"	"YDR092W"	2.11121346904223
"593"	"YDR093W"	-0.697934174955084
"594"	"YDR094W"	-0.521310214410134
"595"	"YDR095C"	0.207738407774688
"596"	"YDR097C"	0.114940208033677
"597"	"YDR098C"	0.46702692260914
"598"	"YDR099W"	-0.256032959200219
"599"	"YDR100W"	-1.84271699328064
"600"	"YDR101C"	1.06008964016228
"601"	"YDR102C"	-0.288161417395174
"602"	"YDR104C"	0.103679242318607
"603"	"YDR108W"	-0.26987168172094
"604"	"YDR109C"	-0.0748902694691084
"605"	"YDR110W"	-0.284181340949119
"606"	"YDR111C"	-0.691455660707603
"607"	"YDR112W"	-0.590010784826045
"608"	"YDR116C"	-0.528375069748993
"609"	"YDR117C"	-2.45131690553657
"610"	"YDR119W"	-0.588426543422293
"611"	"YDR120C"	-0.295490844093317
"612"	"YDR121W"	-0.848367091545232
"613"	"YDR122W"	0.0444673645769921
"614"	"YDR123C"	0.171281433592039
"615"	"YDR124W"	-0.770197689211943
"616"	"YDR125C"	0.997612973736638
"617"	"YDR126W"	0.541348000670865
"618"	"YDR127W"	-4.08502023616278
"619"	"YDR128W"	0.22120115612756
"620"	"YDR130C"	-0.774160617985695
"621"	"YDR131C"	-0.574315686802709
"622"	"YDR132C"	0.0877594050715849
"623"	"YDR133C"	-0.494604741894812
"624"	"YDR134C"	0.205491890896325
"625"	"YDR135C"	0.171074955529193
"626"	"YDR139C"	-6.69078857609567
"627"	"YDR142C"	-0.336996722330866
"628"	"YDR143C"	0.211680223939838
"629"	"YDR144C"	-1.08522991293875
"630"	"YDR146C"	0.648979259922267
"631"	"YDR147W"	-0.777360526613779
"632"	"YDR148C"	-0.809294479234327
"633"	"YDR149C"	0.151917077176285
"634"	"YDR150W"	-0.00128363823867414
"635"	"YDR153C"	-0.62226605204085
"636"	"YDR154C"	-0.619154921420463
"637"	"YDR155C"	-0.741230585334633
"638"	"YDR156W"	0.142673422462384
"639"	"YDR157W"	-0.391310631776648
"640"	"YDR158W"	-1.47396722735118
"641"	"YDR159W"	-2.58289253245891
"642"	"YDR161W"	-0.192038252669651
"643"	"YDR162C"	-0.241106101892336
"644"	"YDR163W"	-0.327199281863969
"645"	"YDR165W"	-0.294625458298036
"646"	"YDR169C"	0.0990717488511548
"647"	"YDR171W"	-0.603479001307275
"648"	"YDR174W"	1.16981405285197
"649"	"YDR181C"	-0.233632195271868
"650"	"YDR184C"	0.32299238875437
"651"	"YDR185C"	-0.176251204952336
"652"	"YDR186C"	0.863816159672512
"653"	"YDR191W"	0.237863938537923
"654"	"YDR192C"	-0.1169623090319
"655"	"YDR193W"	0.755347617520223
"656"	"YDR198C"	-0.798656620821832
"657"	"YDR202C"	-0.107980664970623
"658"	"YDR203W"	-0.309789325153895
"659"	"YDR205W"	0.0381985100280184
"660"	"YDR206W"	1.17220776750655
"661"	"YDR207C"	-6.5895685124092
"662"	"YDR209C"	-0.431557561365018
"663"	"YDR210W"	-0.348664861586618
"664"	"YDR213W"	-2.57759474887227
"665"	"YDR214W"	-1.00111184179867
"666"	"YDR215C"	-0.506356921644551
"667"	"YDR216W"	-1.39393155768737
"668"	"YDR217C"	-0.513349573281275
"669"	"YDR218C"	-0.56770607652123
"670"	"YDR219C"	-0.483671185461317
"671"	"YDR220C"	-0.530955705316559
"672"	"YDR222W"	-0.179748458060335
"673"	"YDR223W"	0.434612561396368
"674"	"YDR229W"	-0.333149069323369
