"gene"	"EMIMCl"
"459"	"YDL077C"	0.381699712906593
"460"	"YDL078C"	0.365761214248606
"461"	"YDL079C"	0.506896266316691
"462"	"YDL080C"	0.988639817795111
"463"	"YDL081C"	1.24909180033725
"464"	"YDL082W"	0.821908912521133
"465"	"YDL083C"	0.58202199270039
"466"	"YDL085W"	0.309015393402833
"467"	"YDL086W"	-0.173454758573811
"468"	"YDL088C"	-0.424656714845988
"469"	"YDL089W"	-0.939482620349505
"470"	"YDL091C"	-0.208333141010193
"471"	"YDL093W"	0.0226737850635992
"472"	"YDL094C"	-0.0246522091789282
"473"	"YDL096C"	0.0160857094774543
"474"	"YDL100C"	1.05978355193887
"475"	"YDL106C"	0.48311419106217
"476"	"YDL109C"	-0.00587436507092167
"477"	"YDL110C"	-0.0156847002055031
"478"	"YDL112W"	-0.0932743359531784
"479"	"YDL114W"	-0.0306533096897406
"480"	"YDL119C"	-2.30778184086318
"481"	"YDL121C"	-0.150835497204013
"482"	"YDL122W"	0.0133474584106122
"483"	"YDL123W"	-0.0034805312629428
"484"	"YDL127W"	0.442725996882283
"485"	"YDL128W"	1.16302462379856
"486"	"YDL130W-A"	-0.624915816394778
"487"	"YDL130W"	0.252649204172948
"488"	"YDL133C-A"	-0.536437361953
"489"	"YDL134C"	0.441987212555319
"490"	"YDL136W"	0.650618725345674
"491"	"YDL137W"	1.44092663933867
"492"	"YDL142C"	0.281431838649201
"493"	"YDL144C"	-0.487298324086548
"494"	"YDL149W"	0.305815530284915
"495"	"YDL154W"	0.269879887255869
"496"	"YDL155W"	-0.0404345184556951
"497"	"YDL156W"	0.0929251599683474
"498"	"YDL161W"	0.247570334443424
"499"	"YDL162C"	-0.0546106143867109
"500"	"YDL168W"	0.177601407176177
"501"	"YDL169C"	0.169369542011331
"502"	"YDL170W"	-0.299784652594802
"503"	"YDL171C"	-0.251459197819524
"504"	"YDL172C"	-0.11497569411175
"505"	"YDL173W"	-0.322649304327126
"506"	"YDL174C"	-0.00517999433295391
"507"	"YDL177C"	-0.071732504294701
"508"	"YDL178W"	0.216692301805563
"509"	"YDL180W"	-0.0677875759208786
"510"	"YDL182W"	0.0401827108832754
"511"	"YDL184C"	-0.595787700894166
"512"	"YDL186W"	-0.33228520587188
"513"	"YDL187C"	0.0755121112569119
"514"	"YDL188C"	-0.333960404914761
"515"	"YDL189W"	0.297599543824444
"516"	"YDL190C"	0.219699681776079
"517"	"YDL191W"	-0.0952082098624287
"518"	"YDL194W"	0.555825274671423
"519"	"YDL197C"	1.51303252563851
"520"	"YDL199C"	0.0902603697547461
"521"	"YDL200C"	-0.288637330509048
"522"	"YDL201W"	0.309212520706254
"523"	"YDL203C"	0.222638109622435
"524"	"YDL204W"	-0.3320997745729
"525"	"YDL210W"	-0.26099017492951
