"gene"	"Acetovanillone"
"634"	"YDR153C"	0.386176546286708
"635"	"YDR154C"	0.140302982077749
"636"	"YDR155C"	-0.253907481964018
"637"	"YDR156W"	-0.517111012555301
"638"	"YDR157W"	-0.2027983031232
"639"	"YDR158W"	1.62883599049565
"640"	"YDR159W"	-0.811594213512311
"641"	"YDR161W"	0.367177203711235
"642"	"YDR162C"	0.373077444981021
"643"	"YDR163W"	0.412173981167207
"644"	"YDR165W"	0.658542463418214
"645"	"YDR169C"	-0.220450459394899
"646"	"YDR171W"	0.117465201052011
"647"	"YDR174W"	1.71498060377959
"648"	"YDR181C"	0.204470414008129
"649"	"YDR184C"	-0.580149851129367
"650"	"YDR185C"	0.0502133496729237
"651"	"YDR186C"	0.813420540446947
"652"	"YDR191W"	-0.252857132611524
"653"	"YDR192C"	0.493366520162906
"654"	"YDR193W"	1.0211184422066
"655"	"YDR198C"	0.105362196090306
"656"	"YDR202C"	-0.294740082247335
"657"	"YDR203W"	0.58692664048369
"658"	"YDR205W"	-0.436857148281275
"659"	"YDR206W"	1.1555115266871
"660"	"YDR207C"	-0.961331357177506
"661"	"YDR209C"	0.166371890185623
"662"	"YDR210W"	0.0815222293233509
"663"	"YDR213W"	1.2307250240285
"664"	"YDR214W"	0.91555373220583
"665"	"YDR215C"	0.142511113933736
"666"	"YDR216W"	1.55479245457748
"667"	"YDR217C"	1.50220083078299
"668"	"YDR218C"	0.208212071000425
"669"	"YDR219C"	0.342509888550217
"670"	"YDR220C"	0.187520171048501
"671"	"YDR222W"	0.200131350981625
"672"	"YDR223W"	-0.321686182187872
"673"	"YDR229W"	-0.206316433493291
