"Inhibitor"	"Direction"	"Deletion"	"log_FC"
"5815"	"Methylglyoxal"	"down"	"YLR049C"	-3.66878296832882
"5914"	"Methylglyoxal"	"down"	"YOR059C"	-3.61160938665731
"6014"	"Methylglyoxal"	"down"	"YOR131C"	-2.68072975161895
"6120"	"Methylglyoxal"	"down"	"YOR001W"	-3.13852525826279
"6217"	"Methylglyoxal"	"down"	"YLR398C"	-2.77290473813044
"6316"	"Methylglyoxal"	"down"	"YKL090W"	-1.64688771801333
"6415"	"Methylglyoxal"	"down"	"YML035C-A"	-1.41713282033079
"6515"	"Methylglyoxal"	"down"	"YJL101C"	-5.74216331396033
"6615"	"Methylglyoxal"	"down"	"YGL214W"	-1.58847926122867
"6715"	"Methylglyoxal"	"down"	"YLR234W"	-3.56831967916057
"6815"	"Methylglyoxal"	"down"	"YLR380W"	-1.23449514598979
"6916"	"Methylglyoxal"	"down"	"YMR190C"	-4.16247086049324
"7016"	"Methylglyoxal"	"down"	"YGL087C"	-2.18262917470346
"7121"	"Methylglyoxal"	"down"	"YOR307C"	-2.18696741103166
"7218"	"Methylglyoxal"	"down"	"YGR170W"	-1.41588165867708
"7316"	"Methylglyoxal"	"down"	"YPL168W"	-1.25141741183124
"7415"	"Methylglyoxal"	"down"	"YGL166W"	-2.07433339851878
"7515"	"Methylglyoxal"	"down"	"YER056C-A"	-1.31414660996744
"7615"	"Methylglyoxal"	"down"	"YML013C-A"	-2.45701122513648
"7714"	"Methylglyoxal"	"down"	"YDR007W"	-1.53271905882676
"7814"	"Methylglyoxal"	"down"	"YGL165C"	-2.11009868833902
"7914"	"Methylglyoxal"	"down"	"YIL152W"	-1.87206114113718
"8014"	"Methylglyoxal"	"down"	"YJR054W"	-1.92671140340545
"8120"	"Methylglyoxal"	"down"	"YGL115W"	-2.61792279971793
"8217"	"Methylglyoxal"	"down"	"YGL163C"	-1.43220009774449
"2615"	"Mycobutanil"	"down"	"YKL046C"	-1.43591545818463
"2715"	"Mycobutanil"	"down"	"YKR087C"	-0.94625491249559
"2813"	"Mycobutanil"	"down"	"YDR213W"	-1.29699235222778
"2912"	"Mycobutanil"	"down"	"YGR136W"	-1.00364351389726
"3013"	"Mycobutanil"	"down"	"YOR338W"	-1.01725881280448
"3119"	"Mycobutanil"	"down"	"YLR187W"	-1.36233175933857
"3217"	"Mycobutanil"	"down"	"YKL211C"	-1.61906536648914
"3315"	"Mycobutanil"	"down"	"YLR413W"	-1.0806981056791
"3413"	"Mycobutanil"	"down"	"YOR076C"	-1.29208920395152
"3512"	"Mycobutanil"	"down"	"YHR157W"	-2.11759955250537
"3613"	"Mycobutanil"	"down"	"YGR149W"	-0.927289793614769
"3713"	"Mycobutanil"	"down"	"YLR189C"	-0.850483112561573
"3812"	"Mycobutanil"	"down"	"YML099C"	-1.01049205636266
"3913"	"Mycobutanil"	"down"	"YML035C"	-1.44233465663773
"4013"	"Mycobutanil"	"down"	"YAR003W"	-1.07291837781805
"4118"	"Mycobutanil"	"down"	"YGL198W"	-0.932396210234064
"4216"	"Mycobutanil"	"down"	"YDR120C"	-1.36258247359657
"4315"	"Mycobutanil"	"down"	"YPR172W"	-0.844745937315431
"4415"	"Mycobutanil"	"down"	"YMR326C"	-1.09976153073834
"4514"	"Mycobutanil"	"down"	"YDR214W"	-0.94137409908784
"4614"	"Mycobutanil"	"down"	"YAR014C"	-4.23059228236752
"4715"	"Mycobutanil"	"down"	"YDR139C"	-2.25505867543003
"4814"	"Mycobutanil"	"down"	"YDR093W"	-0.996119251289077
"4914"	"Mycobutanil"	"down"	"YDR309C"	-0.876407119987839
"5014"	"Mycobutanil"	"down"	"YKL212W"	-0.818026328022849
"1135"	"NAO"	"up"	"YGR184C"	3.57908974064321
"2103"	"NAO"	"up"	"YDR455C"	2.64355518895802
"3101"	"NAO"	"up"	"YDR503C"	1.95747390381192
"4101"	"NAO"	"up"	"YPL120W"	2.81601025769224
"5101"	"NAO"	"up"	"YER151C"	2.13303760584211
"6100"	"NAO"	"up"	"YDR252W"	2.20839409777405
"780"	"NAO"	"up"	"YOR132W"	1.92734533980768
"870"	"NAO"	"up"	"YOR068C"	2.07863682460632
"940"	"NAO"	"up"	"YER083C"	2.88176377018198
"1036"	"NAO"	"up"	"YDR293C"	2.14789405531409
"1136"	"NAO"	"up"	"YML071C"	2.12188210807121
"1227"	"NAO"	"up"	"YBR016W"	2.01849146197447
"1323"	"NAO"	"up"	"YOR221C"	2.03696347318708
"1418"	"NAO"	"up"	"YPL161C"	2.25103232126623
"1517"	"NAO"	"up"	"YPL051W"	2.61871670264713
"1616"	"NAO"	"up"	"YHL031C"	2.74916777898661
"1715"	"NAO"	"up"	"YOR001W"	1.9633176656386
"1815"	"NAO"	"up"	"YGR022C"	2.18098351967604
"1914"	"NAO"	"up"	"YJL154C"	2.02888662036462
"2014"	"NAO"	"up"	"YDL006W"	2.74018834260365
"2120"	"NAO"	"up"	"YBR082C"	2.49228764102642
"2217"	"NAO"	"up"	"YLR360W"	3.28267053627898
"2316"	"NAO"	"up"	"YDR108W"	1.96099285187023
"2415"	"NAO"	"up"	"YPL178W"	2.30559949058009
"2515"	"NAO"	"up"	"YDR004W"	2.21035025086358
"2616"	"NAO"	"up"	"YGR032W"	2.14406948115539
"2716"	"NAO"	"up"	"YER091C"	2.59827694217591
"2814"	"NAO"	"up"	"YDR006C"	4.9311234198092
"2913"	"NAO"	"up"	"YIL020C"	2.77990015728975
"3014"	"NAO"	"up"	"YBR266C"	2.05485590870275
"3120"	"NAO"	"up"	"YHR018C"	4.5265002445305
"3218"	"NAO"	"up"	"YOR069W"	2.2293939875723
"3316"	"NAO"	"up"	"YBR115C"	4.26834418651655
"3414"	"NAO"	"up"	"YNL003C"	2.16387777037344
"3513"	"NAO"	"up"	"YNL273W"	2.18289552965389
"3614"	"NAO"	"up"	"YDR083W"	2.26286811174919
"3714"	"NAO"	"up"	"YBR200W"	4.45632627389956
"3813"	"NAO"	"up"	"YJL004C"	2.05318114351177
"3914"	"NAO"	"up"	"YJL204C"	3.68731732173825
"4014"	"NAO"	"up"	"YMR269W"	2.05097141670592
"4119"	"NAO"	"up"	"YGL017W"	3.04057816569336
"4217"	"NAO"	"up"	"YBR005W"	4.68405861925172
"4316"	"NAO"	"up"	"YDL020C"	2.33244374028699
"4416"	"NAO"	"up"	"YPR123C"	5.30403017269809
"4515"	"NAO"	"up"	"YIL094C"	2.00009320022836
"4615"	"NAO"	"up"	"YMR143W"	6.44383740586175
"4716"	"NAO"	"up"	"YJL071W"	1.95238052089752
"4815"	"NAO"	"up"	"YBR289W"	3.5262668563708
"4915"	"NAO"	"up"	"YGL005C"	4.52171424016416
"5015"	"NAO"	"up"	"YDR126W"	4.53962841752689
"5120"	"NAO"	"up"	"YEL063C"	6.52525018772765
"5218"	"NAO"	"up"	"YGL105W"	6.31921674822454
"5317"	"NAO"	"up"	"YDR007W"	2.0906723520461
"5415"	"NAO"	"up"	"YGL154C"	2.1075021682068
"5515"	"NAO"	"up"	"YGL007W"	5.3590650941723
"5615"	"NAO"	"up"	"YOL029C"	3.45518830344763
"5716"	"NAO"	"up"	"YDL013W"	4.77386224119416
"5816"	"NAO"	"up"	"YDR024W"	4.45046205304773
"5915"	"NAO"	"up"	"YBL072C"	1.90006805782122
"6015"	"NAO"	"up"	"YLR239C"	1.9060439838294
"6121"	"NAO"	"up"	"YML121W"	4.86696164578906
"6218"	"NAO"	"up"	"YGR089W"	4.76438246759248
"6317"	"NAO"	"up"	"YDR276C"	1.92267052333193
"6416"	"NAO"	"up"	"YJR090C"	2.20486330503889
"6516"	"NAO"	"up"	"YPL239W"	1.98367290841685
"6616"	"NAO"	"up"	"YBL009W"	4.61691755348236
"6716"	"NAO"	"down"	"YPR197C"	-3.80424776003144
"6816"	"NAO"	"down"	"YPR198W"	-5.25478515183651
"6917"	"NAO"	"down"	"YNL190W"	-3.09331599811728
"7017"	"NAO"	"down"	"YDL142C"	-1.89840861740696
"7122"	"NAO"	"down"	"YNL257C"	-2.48647540942068
"7219"	"NAO"	"down"	"YGR003W"	-2.84880449492129
"1137"	"SinapicAcid"	"up"	"YDR026C"	1.14943502541937
"2104"	"SinapicAcid"	"up"	"YLR182W"	1.49298362341791
"3102"	"SinapicAcid"	"up"	"YPL095C"	1.26316804041064
"4102"	"SinapicAcid"	"up"	"YDL013W"	1.40040191532413
"5102"	"SinapicAcid"	"up"	"YDL018C"	1.13492322823389
"6101"	"SinapicAcid"	"up"	"YDR393W"	1.36288779533886
"790"	"SinapicAcid"	"up"	"YDR006C"	1.50923189605023
"880"	"SinapicAcid"	"up"	"YLR239C"	1.50018214648606
"950"	"SinapicAcid"	"up"	"YDR009W"	1.18912570405616
"1037"	"SinapicAcid"	"up"	"YDL002C"	1.33416611071297
"1138"	"SinapicAcid"	"up"	"YKL124W"	1.21193742197071
"1228"	"SinapicAcid"	"up"	"YBR266C"	1.51518930950616
"1324"	"SinapicAcid"	"up"	"YDL001W"	1.41046949972464
"1419"	"SinapicAcid"	"up"	"YGL010W"	1.45807916291096
"1518"	"SinapicAcid"	"up"	"YBR248C"	1.31053825146467
"1617"	"SinapicAcid"	"up"	"YGL017W"	1.15236095658305
"1716"	"SinapicAcid"	"up"	"YOL095C"	1.346273745676
"1816"	"SinapicAcid"	"up"	"YIL020C"	1.39798046810538
"1915"	"SinapicAcid"	"up"	"YJL071W"	1.50949475075368
"2015"	"SinapicAcid"	"up"	"YGR032W"	1.37705147028683
"2121"	"SinapicAcid"	"up"	"YPL178W"	1.60669275621694
"2218"	"SinapicAcid"	"up"	"YML001W"	1.70906252667991
"2317"	"SinapicAcid"	"up"	"YGL009C"	1.45827572271729
"2416"	"SinapicAcid"	"up"	"YGL004C"	1.54208520017474
"2516"	"SinapicAcid"	"up"	"YHR018C"	1.24097695834608
"2617"	"SinapicAcid"	"up"	"YBR005W"	1.17797378951155
"2717"	"SinapicAcid"	"up"	"YDL006W"	1.28529824525745
"2815"	"SinapicAcid"	"up"	"YPR173C"	1.27608654672684
"2914"	"SinapicAcid"	"up"	"YCR028C-A"	1.20650908488596
"3015"	"SinapicAcid"	"up"	"YNR041C"	1.1144112262446
"3121"	"SinapicAcid"	"up"	"YBR115C"	1.32452374275189
"3219"	"SinapicAcid"	"up"	"YGL005C"	1.41014590347419
"3317"	"SinapicAcid"	"up"	"YBL005W"	1.15474315979039
"3415"	"SinapicAcid"	"up"	"YDL012C"	1.24552717410413
"3514"	"SinapicAcid"	"up"	"YGR022C"	1.46776803737702
"3615"	"SinapicAcid"	"up"	"YDR004W"	1.44846536559108
"3715"	"SinapicAcid"	"up"	"YDR024W"	1.31000354395007
"3814"	"SinapicAcid"	"up"	"YDL011C"	1.35012800939731
"3915"	"SinapicAcid"	"up"	"YIL094C"	1.32902316962851
"4015"	"SinapicAcid"	"up"	"YNL081C"	1.49703373263793
"4120"	"SinapicAcid"	"up"	"YGR101W"	1.36211062818189
"4218"	"SinapicAcid"	"up"	"YDR007W"	1.14762545711496
"4317"	"SinapicAcid"	"up"	"YDR276C"	1.25293609510359
"4417"	"SinapicAcid"	"up"	"YDR019C"	1.38445002342192
"4516"	"SinapicAcid"	"down"	"YNL323W"	-2.29836904923114
"4616"	"SinapicAcid"	"down"	"YOL090W"	-1.70165364371072
"4717"	"SinapicAcid"	"down"	"YNL125C"	-2.17845142684991
"4816"	"SinapicAcid"	"down"	"YAL026C"	-1.29899035305783
"4916"	"SinapicAcid"	"down"	"YLR371W"	-1.18521814314486
"5016"	"SinapicAcid"	"down"	"YDR310C"	-2.30590188995405
"5121"	"SinapicAcid"	"down"	"YNL296W"	-2.37376627988651
"5219"	"SinapicAcid"	"down"	"YHL031C"	-1.11011237131368
"5318"	"SinapicAcid"	"down"	"YJL004C"	-2.00321955509652
"5416"	"SinapicAcid"	"down"	"YDL119C"	-1.80320766264241
"5516"	"SinapicAcid"	"down"	"YMR021C"	-1.988075686212
"5616"	"SinapicAcid"	"down"	"YEL053C"	-1.74154968728254
"5717"	"SinapicAcid"	"down"	"YOR068C"	-1.12463506909797
"5817"	"SinapicAcid"	"down"	"YGR157W"	-2.44825434626388
"5916"	"SinapicAcid"	"down"	"YOR059C"	-1.52473996635639
"6016"	"SinapicAcid"	"down"	"YPL051W"	-2.987189940829
"6122"	"SinapicAcid"	"down"	"YKL046C"	-1.10846877514482
"6219"	"SinapicAcid"	"down"	"YOR279C"	-2.27107980741363
"6318"	"SinapicAcid"	"down"	"YCR095C"	-1.62717778246115
"6417"	"SinapicAcid"	"down"	"YOR165W"	-1.25984810551124
"6517"	"SinapicAcid"	"down"	"YLR426W"	-1.40066819834975
"6617"	"SinapicAcid"	"down"	"YMR202W"	-2.04382421082369
"6717"	"SinapicAcid"	"down"	"YOL068C"	-1.3738002237776
"6817"	"SinapicAcid"	"down"	"YDR108W"	-1.64451300595115
"6918"	"SinapicAcid"	"down"	"YLR261C"	-3.75177877710813
"7018"	"SinapicAcid"	"down"	"YOR270C"	-1.82485923019137
"1139"	"SodiumGlyoxylate"	"up"	"YDR378C"	0.989872946297906
"2105"	"SodiumGlyoxylate"	"up"	"YMR030W"	0.62203767858268
"3103"	"SodiumGlyoxylate"	"up"	"YGL019W"	2.47415558300478
"4103"	"SodiumGlyoxylate"	"up"	"YCL042W"	2.39450961527965
"5103"	"SodiumGlyoxylate"	"up"	"YGL016W"	2.3124526874699
"6102"	"SodiumGlyoxylate"	"up"	"YML117W"	2.96301128019028
"7100"	"SodiumGlyoxylate"	"up"	"YAR002W"	1.52975518023634
"890"	"SodiumGlyoxylate"	"up"	"YMR302C"	0.962835065982967
"960"	"SodiumGlyoxylate"	"up"	"YLR334C"	2.09207105355844
"1038"	"SodiumGlyoxylate"	"up"	"YNL281W"	2.20240400403517
"1140"	"SodiumGlyoxylate"	"up"	"YGL167C"	2.01937748008925
"1229"	"SodiumGlyoxylate"	"up"	"YOL024W"	2.51401123790295
"1325"	"SodiumGlyoxylate"	"down"	"YPL058C"	-0.617874674936492
"1420"	"SodiumGlyoxylate"	"down"	"YLL002W"	-1.1552576187003
"1519"	"SodiumGlyoxylate"	"down"	"YGR157W"	-0.673257691427679
"1145"	"Syringaldehyde"	"up"	"YJL120W"	4.33825756167108
"2106"	"Syringaldehyde"	"up"	"YJL071W"	1.53472044996848
"3104"	"Syringaldehyde"	"up"	"YBR266C"	1.57366770440552
"4104"	"Syringaldehyde"	"up"	"YBR115C"	1.28851241219267
"5104"	"Syringaldehyde"	"up"	"YDR393W"	1.40749607114457
"6103"	"Syringaldehyde"	"up"	"YNL081C"	1.11969007822162
"7101"	"Syringaldehyde"	"up"	"YDR019C"	1.17718461449395
"8100"	"Syringaldehyde"	"up"	"YHR018C"	1.32280274195603
"970"	"Syringaldehyde"	"up"	"YIL020C"	1.56673243059782
"1039"	"Syringaldehyde"	"up"	"YGR022C"	1.29061595045066
"1146"	"Syringaldehyde"	"up"	"YDR006C"	1.14952173980673
"1230"	"Syringaldehyde"	"up"	"YPR191W"	1.17414356607443
"1326"	"Syringaldehyde"	"up"	"YPR173C"	1.13952545334514
"1422"	"Syringaldehyde"	"up"	"YOL095C"	1.17670597407999
"1520"	"Syringaldehyde"	"up"	"YNR041C"	1.15640679527473
"1618"	"Syringaldehyde"	"up"	"YDR276C"	1.29788274397294
"1717"	"Syringaldehyde"	"up"	"YBR248C"	1.86537257164841
"1817"	"Syringaldehyde"	"up"	"YDR007W"	1.13416383319686
"1916"	"Syringaldehyde"	"up"	"YML001W"	1.28901146124854
"2016"	"Syringaldehyde"	"up"	"YCR028C-A"	1.29012329509039
"2122"	"Syringaldehyde"	"up"	"YMR303C"	1.32548974256507
"2219"	"Syringaldehyde"	"up"	"YGR032W"	1.25469249989457
"2318"	"Syringaldehyde"	"up"	"YGL009C"	1.39486106519455
"2417"	"Syringaldehyde"	"up"	"YGL010W"	1.16432505226563
"2517"	"Syringaldehyde"	"up"	"YOR153W"	1.22813637212146
"2618"	"Syringaldehyde"	"up"	"YDR378C"	3.07993192862093
"2718"	"Syringaldehyde"	"up"	"YNL003C"	1.13731256690364
"2816"	"Syringaldehyde"	"up"	"YOR189W"	1.14099683512426
"2915"	"Syringaldehyde"	"up"	"YJL046W"	1.14154361238776
"3016"	"Syringaldehyde"	"up"	"YML016C"	2.0257647150187
"3122"	"Syringaldehyde"	"up"	"YNL070W"	1.12955535392102
"3220"	"Syringaldehyde"	"down"	"YGL165C"	-5.33794825432021
"3318"	"Syringaldehyde"	"down"	"YGL166W"	-4.17215059468034
"3416"	"Syringaldehyde"	"down"	"YIL152W"	-3.41682583326722
"3515"	"Syringaldehyde"	"down"	"YDL142C"	-1.75147177052081
"3616"	"Syringaldehyde"	"down"	"YGL124C"	-2.86461530197205
"3716"	"Syringaldehyde"	"down"	"YHR094C"	-1.39278950497186
"3815"	"Syringaldehyde"	"down"	"YEL053C"	-1.62939459895623
"3916"	"Syringaldehyde"	"down"	"YML048W"	-2.38618051947527
"4016"	"Syringaldehyde"	"down"	"YKL077W"	-1.3771237341649
"4121"	"Syringaldehyde"	"down"	"YOL046C"	-1.43639194062417
"4219"	"Syringaldehyde"	"down"	"YLL020C"	-1.98808856983123
"4318"	"Syringaldehyde"	"down"	"YLL019C"	-1.69309354232155
"4418"	"Syringaldehyde"	"down"	"YCL063W"	-2.37723451825745
"4517"	"Syringaldehyde"	"down"	"YNL056W"	-1.72171932540403
"4617"	"Syringaldehyde"	"down"	"YMR010W"	-1.13091313307102
"4718"	"Syringaldehyde"	"down"	"YOL006C"	-1.27041809631499
"4817"	"Syringaldehyde"	"down"	"YML052W"	-1.12907238078811
"4917"	"Syringaldehyde"	"down"	"YKL071W"	-1.13909330022473
"5017"	"Syringaldehyde"	"down"	"YGR157W"	-1.78492463291276
"5122"	"Syringaldehyde"	"down"	"YOR140W"	-1.27614517672686
"5220"	"Syringaldehyde"	"down"	"YDR098C"	-1.40372678444302
"5319"	"Syringaldehyde"	"down"	"YMR122C"	-1.40976692319418
"5417"	"Syringaldehyde"	"down"	"YOR154W"	-1.21655672954206
"5517"	"Syringaldehyde"	"down"	"YLR425W"	-1.19015672860333
"5617"	"Syringaldehyde"	"down"	"YMR180C"	-1.19282202309151
"5718"	"Syringaldehyde"	"down"	"YGR049W"	-1.27320990408548
"1147"	"SyringicAcid"	"up"	"YIL020C"	1.74299426986221
"2107"	"SyringicAcid"	"up"	"YBR266C"	1.38410618590427
"3105"	"SyringicAcid"	"up"	"YDR393W"	1.46537607067618
"4105"	"SyringicAcid"	"up"	"YBR248C"	1.6446728344447
"5105"	"SyringicAcid"	"up"	"YGL031C"	1.51537237627885
"6104"	"SyringicAcid"	"up"	"YHL040C"	1.35502067847992
"7102"	"SyringicAcid"	"up"	"YGR022C"	1.29899494653243
"2017"	"SyringicAcid"	"down"	"YGR197C"	-3.87789946115771
"2123"	"SyringicAcid"	"down"	"YJL004C"	-1.70156131279646
"2220"	"SyringicAcid"	"down"	"YAL023C"	-1.5989512968159
"2319"	"SyringicAcid"	"down"	"YEL053C"	-1.60259290241533
"2418"	"SyringicAcid"	"down"	"YML048W"	-2.04906727562408
"2518"	"SyringicAcid"	"down"	"YGL007W"	-1.39736668287708
"2619"	"SyringicAcid"	"down"	"YBR164C"	-1.31030695559212
"2719"	"SyringicAcid"	"down"	"YGL165C"	-3.81954524889628
"2817"	"SyringicAcid"	"down"	"YIL076W"	-1.5484828398075
"2916"	"SyringicAcid"	"down"	"YHL025W"	-2.1933452314782
"3017"	"SyringicAcid"	"down"	"YGR170W"	-1.29276925652706
"3123"	"SyringicAcid"	"down"	"YOR068C"	-1.62329352076213
"3221"	"SyringicAcid"	"down"	"YMR202W"	-2.20557498364783
"3319"	"SyringicAcid"	"down"	"YOR069W"	-1.79588669829824
"3417"	"SyringicAcid"	"down"	"YDR435C"	-2.35956264491104
"3516"	"SyringicAcid"	"down"	"YIL128W"	-2.22965932668341
"3617"	"SyringicAcid"	"down"	"YGL166W"	-3.08828297618401
"3717"	"SyringicAcid"	"down"	"YOR270C"	-2.33738176403956
"3816"	"SyringicAcid"	"down"	"YKL212W"	-2.10856320591453
"1148"	"VanillicAcid"	"up"	"YML001W"	1.775202589387
"2108"	"VanillicAcid"	"up"	"YBR115C"	1.41297673964163
"3106"	"VanillicAcid"	"up"	"YBR266C"	1.5713820492672
"4106"	"VanillicAcid"	"up"	"YJL071W"	1.51985274499423
"5106"	"VanillicAcid"	"up"	"YHR018C"	1.47588359131641
"6105"	"VanillicAcid"	"up"	"YIL020C"	1.29287600771511
"7103"	"VanillicAcid"	"up"	"YDR393W"	1.31992496091121
"8101"	"VanillicAcid"	"up"	"YGR101W"	1.46166411391578
"977"	"VanillicAcid"	"up"	"YIL094C"	1.31255123771459
"1040"	"VanillicAcid"	"up"	"YGR022C"	1.41703853390183
"1149"	"VanillicAcid"	"up"	"YGL010W"	1.27491729013083
"1233"	"VanillicAcid"	"up"	"YPL178W"	1.38380857705815
"1327"	"VanillicAcid"	"up"	"YDR004W"	1.33555051574217
"1423"	"VanillicAcid"	"up"	"YJL046W"	1.27934937195071
"1522"	"VanillicAcid"	"up"	"YBR248C"	1.2966595022395
"1619"	"VanillicAcid"	"up"	"YLR315W"	1.31686426167336
"3917"	"VanillicAcid"	"down"	"YEL053C"	-2.38441350611876
"4017"	"VanillicAcid"	"down"	"YJL004C"	-2.77284354137001
"4122"	"VanillicAcid"	"down"	"YGL124C"	-2.95398303582683
"4220"	"VanillicAcid"	"down"	"YBR164C"	-2.24094636503517
"4319"	"VanillicAcid"	"down"	"YAL026C"	-3.66986908885393
"4419"	"VanillicAcid"	"down"	"YMR202W"	-4.59175095633409
"4518"	"VanillicAcid"	"down"	"YLR056W"	-2.17756166988191
"4618"	"VanillicAcid"	"down"	"YKR019C"	-1.77295986670306
"4719"	"VanillicAcid"	"down"	"YIL076W"	-2.96122653712288
"4818"	"VanillicAcid"	"down"	"YGR170W"	-2.71891610387395
"4918"	"VanillicAcid"	"down"	"YHL025W"	-4.88529014926232
"5018"	"VanillicAcid"	"down"	"YKL077W"	-1.46797163453631
"5123"	"VanillicAcid"	"down"	"YJL154C"	-1.6920050145961
"5221"	"VanillicAcid"	"down"	"YNL323W"	-1.5714971466075
"5320"	"VanillicAcid"	"down"	"YDR525W-A"	-1.38781396722942
"5418"	"VanillicAcid"	"down"	"YGL054C"	-2.17475420005691
"5518"	"VanillicAcid"	"down"	"YML048W"	-1.38196174234163
"5618"	"VanillicAcid"	"down"	"YDR098C"	-1.91676262246933
"5719"	"VanillicAcid"	"down"	"YJL175W"	-1.57149120679037
"5818"	"VanillicAcid"	"down"	"YPL058C"	-2.13794322632212
"5917"	"VanillicAcid"	"down"	"YIL012W"	-1.29346514670816
"6017"	"VanillicAcid"	"down"	"YCL063W"	-1.7023770271279
"6123"	"VanillicAcid"	"down"	"YMR034C"	-1.3882439230435
"6220"	"VanillicAcid"	"down"	"YOR070C"	-1.61766632142764
"6319"	"VanillicAcid"	"down"	"YJL024C"	-1.76064918167372
"6418"	"VanillicAcid"	"down"	"YPL051W"	-4.84951127932923
"6518"	"VanillicAcid"	"down"	"YLL020C"	-1.28468616528408
"6618"	"VanillicAcid"	"down"	"YJR073C"	-2.08560660945115
"6718"	"VanillicAcid"	"down"	"YLR261C"	-8.45772472390073
"6818"	"VanillicAcid"	"down"	"YNR006W"	-1.34520588171663
"6919"	"VanillicAcid"	"down"	"YGR157W"	-1.58581108548596
"7019"	"VanillicAcid"	"down"	"YLR292C"	-1.67009515916775
"7123"	"VanillicAcid"	"down"	"YMR004W"	-1.27215710618803
"7220"	"VanillicAcid"	"down"	"YKL046C"	-1.44958482811791
"7317"	"VanillicAcid"	"down"	"YJR066W"	-1.41831208683337
"7416"	"VanillicAcid"	"down"	"YAL013W"	-1.78643189344876
"7516"	"VanillicAcid"	"down"	"YKL212W"	-2.74766748545336
"7616"	"VanillicAcid"	"down"	"YLR262C"	-4.20157791258617
"1150"	"Vanillin"	"up"	"YBR266C"	2.08790811213201
"2109"	"Vanillin"	"up"	"YJL071W"	1.84238831928664
"3107"	"Vanillin"	"up"	"YDR006C"	1.80826750694514
"4107"	"Vanillin"	"up"	"YJL120W"	3.56293081947604
"5107"	"Vanillin"	"up"	"YBR291C"	1.92425087799652
"6106"	"Vanillin"	"up"	"YPR173C"	1.61828852809161
"7104"	"Vanillin"	"up"	"YDL013W"	1.49419599123419
"8102"	"Vanillin"	"up"	"YHR018C"	1.80203466676314
"978"	"Vanillin"	"up"	"YGL005C"	1.31111940318071
"1046"	"Vanillin"	"up"	"YBR005W"	1.39653049970664
"1154"	"Vanillin"	"up"	"YIL094C"	1.55929895047964
"1234"	"Vanillin"	"up"	"YNL003C"	1.45310461119185
"1328"	"Vanillin"	"up"	"YGR089W"	1.22960916344683
"1424"	"Vanillin"	"up"	"YPL178W"	1.59452354348346
"1523"	"Vanillin"	"up"	"YDR393W"	1.57830188663797
"1620"	"Vanillin"	"up"	"YIL020C"	1.60369738011788
"1718"	"Vanillin"	"up"	"YNL081C"	1.40716836217927
"1818"	"Vanillin"	"up"	"YKL124W"	1.20949323711757
"1917"	"Vanillin"	"up"	"YEL063C"	1.99976493823662
"2018"	"Vanillin"	"up"	"YMR039C"	1.37828507865466
"2124"	"Vanillin"	"up"	"YPR191W"	1.26367880253997
"2221"	"Vanillin"	"up"	"YGR032W"	1.42568689593103
"2320"	"Vanillin"	"up"	"YOR221C"	1.5784917991249
"2419"	"Vanillin"	"up"	"YNR041C"	1.47028210045369
"2519"	"Vanillin"	"up"	"YGR022C"	1.38039999732838
"2620"	"Vanillin"	"up"	"YCR028C-A"	1.2364463986252
"2720"	"Vanillin"	"up"	"YGL136C"	1.23906869099505
"2818"	"Vanillin"	"up"	"YDR004W"	1.27254864751768
"2917"	"Vanillin"	"up"	"YGL010W"	1.27125430068499
"3018"	"Vanillin"	"up"	"YBR248C"	1.82133393745296
"3124"	"Vanillin"	"up"	"YGL009C"	1.61994773718012
"3222"	"Vanillin"	"up"	"YGL154C"	1.68688317438077
"3320"	"Vanillin"	"up"	"YJL046W"	1.36179062162778
"3418"	"Vanillin"	"up"	"YGR101W"	1.35758919897877
"3517"	"Vanillin"	"up"	"YGL105W"	1.23262168138129
"3618"	"Vanillin"	"up"	"YLR239C"	1.30818354606998
"3718"	"Vanillin"	"up"	"YDR378C"	2.73551474108574
"3817"	"Vanillin"	"up"	"YOR125C"	1.3299638749893
"3918"	"Vanillin"	"up"	"YKL050C"	1.95948100412365
"4018"	"Vanillin"	"up"	"YML016C"	1.70204659060179
"4123"	"Vanillin"	"up"	"YDR108W"	1.34805995586807
"4221"	"Vanillin"	"down"	"YHL031C"	-2.19235992448044
"4320"	"Vanillin"	"down"	"YBR164C"	-2.28472238483437
"4420"	"Vanillin"	"down"	"YIL160C"	-1.82388514588725
"4519"	"Vanillin"	"down"	"YFL001W"	-3.55255064828839
"4619"	"Vanillin"	"down"	"YOL006C"	-1.78914941552329
"4720"	"Vanillin"	"down"	"YLR426W"	-2.21649478620945
"4819"	"Vanillin"	"down"	"YNL056W"	-1.63531967429095
"4919"	"Vanillin"	"down"	"YML048W"	-1.60650750448953
"5019"	"Vanillin"	"down"	"YGL124C"	-1.60465794801594
"5124"	"Vanillin"	"down"	"YGL165C"	-3.01293143832646
"5222"	"Vanillin"	"down"	"YHR094C"	-1.28196740821952
"5321"	"Vanillin"	"down"	"YKL077W"	-1.24257854893241
"5419"	"Vanillin"	"down"	"YIL152W"	-1.55450721331018
"5519"	"Vanillin"	"down"	"YNL153C"	-1.82349349689704
"5619"	"Vanillin"	"down"	"YOR140W"	-1.35805681234437
"5720"	"Vanillin"	"down"	"YPR119W"	-1.57048316144343
"5819"	"Vanillin"	"down"	"YOR368W"	-1.22405022765589
