"Inhibitor"	"Direction"	"Deletion"	"log_FC"
"3113"	"CinnamicAcid"	"down"	"YPL058C"	-4.28092874731144
"3211"	"CinnamicAcid"	"down"	"YML048W"	-3.12620179474286
"337"	"CinnamicAcid"	"down"	"YLR426W"	-3.58975162055692
"347"	"CinnamicAcid"	"down"	"YGL054C"	-1.93776461979205
"357"	"CinnamicAcid"	"down"	"YGR157W"	-3.19963173518669
"368"	"CinnamicAcid"	"down"	"YOR059C"	-2.8001898140908
"378"	"CinnamicAcid"	"down"	"YML121W"	-1.66682364053613
"388"	"CinnamicAcid"	"down"	"YKR019C"	-1.52907792680061
"399"	"CinnamicAcid"	"down"	"YHL025W"	-3.58391396621005
"409"	"CinnamicAcid"	"down"	"YJL175W"	-1.61783955351495
"4114"	"CinnamicAcid"	"down"	"YDR435C"	-2.20099145836949
"4211"	"CinnamicAcid"	"down"	"YDR162C"	-2.01169429682729
"439"	"CinnamicAcid"	"down"	"YJR066W"	-1.90740061468335
"448"	"CinnamicAcid"	"down"	"YJL004C"	-1.55791193888859
"458"	"CinnamicAcid"	"down"	"YFL001W"	-2.73961525435471
"467"	"CinnamicAcid"	"down"	"YJR073C"	-2.64163673594557
"477"	"CinnamicAcid"	"down"	"YOR070C"	-1.54577931626463
"486"	"CinnamicAcid"	"down"	"YDL119C"	-2.25331337299043
"496"	"CinnamicAcid"	"down"	"YKL046C"	-2.62968811077276
"506"	"CinnamicAcid"	"down"	"YGL043W"	-2.44218435355706
"5112"	"CinnamicAcid"	"down"	"YGR170W"	-3.21152215795567
"5210"	"CinnamicAcid"	"down"	"YCL063W"	-1.59904954218215
"538"	"CinnamicAcid"	"down"	"YLR372W"	-3.36362007991317
"547"	"CinnamicAcid"	"down"	"YER151C"	-1.52454018316202
"557"	"CinnamicAcid"	"down"	"YMR202W"	-1.89574764587655
"567"	"CinnamicAcid"	"down"	"YLR039C"	-2.5407897333289
"578"	"CinnamicAcid"	"down"	"YKR035C"	-2.45541866900935
"588"	"CinnamicAcid"	"down"	"YMR183C"	-1.70117558409248
"160"	"CoumaricAcid"	"up"	"YDR121W"	1.06864991124894
"240"	"CoumaricAcid"	"up"	"YML001W"	1.25991488904645
"338"	"CoumaricAcid"	"up"	"YHR018C"	1.27738839822052
"440"	"CoumaricAcid"	"up"	"YBR266C"	1.2593435134642
"539"	"CoumaricAcid"	"up"	"YPL178W"	1.17008737389256
"638"	"CoumaricAcid"	"up"	"YOL095C"	1.08612156575197
"729"	"CoumaricAcid"	"up"	"YDR007W"	1.10235355412477
"827"	"CoumaricAcid"	"up"	"YIL094C"	1.11505822193509
"926"	"CoumaricAcid"	"up"	"YDR004W"	1.28381838364999
"1019"	"CoumaricAcid"	"up"	"YLR131C"	1.55096957313602
"1119"	"CoumaricAcid"	"up"	"YGR022C"	1.18079903609532
"468"	"CoumaricAcid"	"down"	"YHL031C"	-2.91406567220418
"478"	"CoumaricAcid"	"down"	"YEL053C"	-2.28806042059705
"487"	"CoumaricAcid"	"down"	"YJL004C"	-2.61820817355279
"497"	"CoumaricAcid"	"down"	"YNL125C"	-2.09699831522631
"507"	"CoumaricAcid"	"down"	"YJL154C"	-1.49022371194543
"5113"	"CoumaricAcid"	"down"	"YLR371W"	-2.20619741445927
"5211"	"CoumaricAcid"	"down"	"YML003W"	-2.3598346293977
"5310"	"CoumaricAcid"	"down"	"YBR164C"	-2.34615864258407
"548"	"CoumaricAcid"	"down"	"YDL119C"	-2.58225766188626
"558"	"CoumaricAcid"	"down"	"YIL160C"	-2.69870773237209
"568"	"CoumaricAcid"	"down"	"YKR019C"	-1.48169904401486
"579"	"CoumaricAcid"	"down"	"YGL054C"	-1.43559208638566
"589"	"CoumaricAcid"	"down"	"YNL323W"	-1.51227270271123
"598"	"CoumaricAcid"	"down"	"YOL090W"	-1.95827013027099
"608"	"CoumaricAcid"	"down"	"YGL007W"	-1.17959117248565
"6114"	"CoumaricAcid"	"down"	"YMR202W"	-4.13957408059671
"6210"	"CoumaricAcid"	"down"	"YAL026C"	-1.62355594437323
"639"	"CoumaricAcid"	"down"	"YJR073C"	-1.96396575160848
"647"	"CoumaricAcid"	"down"	"YOR068C"	-1.66013871794162
"658"	"CoumaricAcid"	"down"	"YLR380W"	-1.4888850844536
"668"	"CoumaricAcid"	"down"	"YJR059W"	-1.67307160356063
"678"	"CoumaricAcid"	"down"	"YPL120W"	-2.03906863475705
"688"	"CoumaricAcid"	"down"	"YLR350W"	-1.23207672637185
"698"	"CoumaricAcid"	"down"	"YNL296W"	-1.06861737414232
"708"	"CoumaricAcid"	"down"	"YNL056W"	-1.23422747683299
"7113"	"CoumaricAcid"	"down"	"YPL051W"	-4.89596248382598
"7210"	"CoumaricAcid"	"down"	"YMR216C"	-1.52261989891743
"737"	"CoumaricAcid"	"down"	"YGR170W"	-1.56902857419786
"747"	"CoumaricAcid"	"down"	"YFL025C"	-1.07613315661115
"757"	"CoumaricAcid"	"down"	"YKL212W"	-2.55131681129887
"767"	"CoumaricAcid"	"down"	"YLR039C"	-3.00033658360651
"776"	"CoumaricAcid"	"down"	"YLR349W"	-1.22051573018246
"786"	"CoumaricAcid"	"down"	"YKL046C"	-1.83140542176752
"796"	"CoumaricAcid"	"down"	"YDR421W"	-1.09886186050907
"806"	"CoumaricAcid"	"down"	"YOR165W"	-1.34766077838396
"8112"	"CoumaricAcid"	"down"	"YOR070C"	-1.19813310940165
"828"	"CoumaricAcid"	"down"	"YLR360W"	-1.71005060914303
"836"	"CoumaricAcid"	"down"	"YGL084C"	-1.3817175160594
"846"	"CoumaricAcid"	"down"	"YDL035C"	-1.12471147964871
"856"	"CoumaricAcid"	"down"	"YML071C"	-1.76855073831322
"866"	"CoumaricAcid"	"down"	"YCR053W"	-1.24525751467486
"876"	"CoumaricAcid"	"down"	"YNL020C"	-1.1030837125886
"885"	"CoumaricAcid"	"down"	"YFR041C"	-1.28201269436257
"895"	"CoumaricAcid"	"down"	"YER083C"	-1.89441606634125
"905"	"CoumaricAcid"	"down"	"YNL140C"	-2.79617820960592
"168"	"CoumaroylAmide"	"up"	"YJL071W"	2.16684857881114
"248"	"CoumaroylAmide"	"up"	"YBR115C"	2.124406459676
"339"	"CoumaroylAmide"	"up"	"YDR006C"	2.20698162823246
"449"	"CoumaroylAmide"	"up"	"YMR143W"	2.3064339525807
"540"	"CoumaroylAmide"	"up"	"YBR266C"	2.05786828401917
"640"	"CoumaroylAmide"	"up"	"YGL105W"	2.29437510950787
"730"	"CoumaroylAmide"	"up"	"YML001W"	1.99906104870853
"829"	"CoumaroylAmide"	"up"	"YGL005C"	1.97388917052778
"927"	"CoumaroylAmide"	"up"	"YDR393W"	2.08260500631107
"1020"	"CoumaroylAmide"	"up"	"YHR018C"	2.05693456063122
"1120"	"CoumaroylAmide"	"up"	"YOL095C"	1.82418335321242
"1218"	"CoumaroylAmide"	"up"	"YDR019C"	1.94488373616784
"1314"	"CoumaroylAmide"	"up"	"YEL063C"	2.20014905373985
"1411"	"CoumaroylAmide"	"up"	"YDR276C"	2.17548213450418
"1510"	"CoumaroylAmide"	"up"	"YPR191W"	1.69794901799583
"169"	"CoumaroylAmide"	"up"	"YIL020C"	2.11967490723711
"178"	"CoumaroylAmide"	"up"	"YFL047W"	1.60426069008558
"188"	"CoumaroylAmide"	"up"	"YDL013W"	1.86948026277933
"198"	"CoumaroylAmide"	"up"	"YGR022C"	2.02786257231412
"208"	"CoumaroylAmide"	"up"	"YBL005W"	1.77121277169818
"2114"	"CoumaroylAmide"	"up"	"YLR182W"	2.42895242690285
"2211"	"CoumaroylAmide"	"up"	"YDL006W"	1.85990149553028
"2310"	"CoumaroylAmide"	"up"	"YGR101W"	1.86247348279819
"249"	"CoumaroylAmide"	"up"	"YNL081C"	1.69569616697421
"259"	"CoumaroylAmide"	"up"	"YDR007W"	1.8458205713696
"269"	"CoumaroylAmide"	"up"	"YGR032W"	1.92728870044971
"279"	"CoumaroylAmide"	"up"	"YLR176C"	1.77979536855939
"288"	"CoumaroylAmide"	"up"	"YDL002C"	1.8184814878956
"297"	"CoumaroylAmide"	"up"	"YGR089W"	1.67918161972263
"308"	"CoumaroylAmide"	"up"	"YPR173C"	1.77683414107903
"3114"	"CoumaroylAmide"	"up"	"YKL124W"	1.54579388753877
"3212"	"CoumaroylAmide"	"up"	"YBR294W"	1.4287081171206
"3310"	"CoumaroylAmide"	"up"	"YCR071C"	1.75661276827149
"348"	"CoumaroylAmide"	"up"	"YGL010W"	1.76527474113565
"358"	"CoumaroylAmide"	"up"	"YIL094C"	1.74085255047151
"369"	"CoumaroylAmide"	"up"	"YDL001W"	1.71323552780099
"379"	"CoumaroylAmide"	"up"	"YML129C"	1.36439776454154
"389"	"CoumaroylAmide"	"up"	"YBR005W"	1.56429950178529
"3910"	"CoumaroylAmide"	"up"	"YNL273W"	1.48645017569667
"4010"	"CoumaroylAmide"	"up"	"YDR026C"	1.49977049580758
"4115"	"CoumaroylAmide"	"up"	"YLR239C"	1.82529147598239
"4212"	"CoumaroylAmide"	"up"	"YDR004W"	1.78936639095486
"4310"	"CoumaroylAmide"	"up"	"YDR018C"	1.60781219269926
"4410"	"CoumaroylAmide"	"up"	"YDR009W"	1.54053580330216
"459"	"CoumaroylAmide"	"up"	"YGL004C"	1.9932260175903
"469"	"CoumaroylAmide"	"up"	"YCR028C-A"	1.69422072040931
"479"	"CoumaroylAmide"	"up"	"YDR126W"	1.52609025142488
"488"	"CoumaroylAmide"	"up"	"YDL012C"	1.4923177330144
"498"	"CoumaroylAmide"	"up"	"YNR041C"	1.78793468864007
"508"	"CoumaroylAmide"	"up"	"YDL018C"	1.51469463489647
"5114"	"CoumaroylAmide"	"up"	"YGL009C"	1.905343245023
"5212"	"CoumaroylAmide"	"up"	"YGL154C"	1.67943630069519
"5311"	"CoumaroylAmide"	"up"	"YPL178W"	1.67886227780609
"549"	"CoumaroylAmide"	"up"	"YDR014W"	1.36652947571766
"559"	"CoumaroylAmide"	"up"	"YBR248C"	1.95627105274036
"569"	"CoumaroylAmide"	"up"	"YPL095C"	1.43283174629408
"5710"	"CoumaroylAmide"	"up"	"YGR017W"	1.42045883075861
"5810"	"CoumaroylAmide"	"up"	"YDR024W"	1.40289947649647
"599"	"CoumaroylAmide"	"up"	"YGL136C"	1.49053727529099
"609"	"CoumaroylAmide"	"up"	"YDL011C"	1.38409431034466
"6115"	"CoumaroylAmide"	"up"	"YDL077C"	1.40143521449028
"6211"	"CoumaroylAmide"	"up"	"YDR001C"	1.49280245844324
"6310"	"CoumaroylAmide"	"up"	"YBR289W"	1.47445718004245
"648"	"CoumaroylAmide"	"up"	"YBR113W"	1.85344216451793
"659"	"CoumaroylAmide"	"down"	"YHL031C"	-3.88475652017345
"669"	"CoumaroylAmide"	"down"	"YAL026C"	-8.62864588323166
"679"	"CoumaroylAmide"	"down"	"YIL160C"	-4.37244955305493
"689"	"CoumaroylAmide"	"down"	"YJL004C"	-2.70528208660829
"699"	"CoumaroylAmide"	"down"	"YBR164C"	-3.49978183585212
"709"	"CoumaroylAmide"	"down"	"YDL119C"	-2.93628184427669
"7114"	"CoumaroylAmide"	"down"	"YEL053C"	-1.58469324114715
"7211"	"CoumaroylAmide"	"down"	"YML003W"	-2.72516623396539
"738"	"CoumaroylAmide"	"down"	"YNL296W"	-2.10190217046795
"748"	"CoumaroylAmide"	"down"	"YKR019C"	-1.70010268492749
"758"	"CoumaroylAmide"	"down"	"YMR202W"	-2.8567733801219
"768"	"CoumaroylAmide"	"down"	"YDL226C"	-2.02784234379306
"777"	"CoumaroylAmide"	"down"	"YLR425W"	-1.44519475852847
"787"	"CoumaroylAmide"	"down"	"YER062C"	-1.41788321463971
"797"	"CoumaroylAmide"	"down"	"YBR270C"	-1.43116978644265
"807"	"CoumaroylAmide"	"down"	"YPL051W"	-5.22111701750988
"8113"	"CoumaroylAmide"	"down"	"YOR008C-A"	-1.72078123110749
"8210"	"CoumaroylAmide"	"down"	"YDR294C"	-1.71626701275295
"837"	"CoumaroylAmide"	"down"	"YML048W"	-1.49942987862451
"847"	"CoumaroylAmide"	"down"	"YOR070C"	-1.6565753959886
"857"	"CoumaroylAmide"	"down"	"YML071C"	-3.36687471802219
"867"	"CoumaroylAmide"	"down"	"YFR024C-A"	-1.45737763768721
"877"	"CoumaroylAmide"	"down"	"YJR073C"	-2.37452853490214
"886"	"CoumaroylAmide"	"down"	"YKL212W"	-5.04888809868881
"896"	"CoumaroylAmide"	"down"	"YHL025W"	-1.56279199330992
"906"	"CoumaroylAmide"	"down"	"YFL001W"	-2.15327624438986
"9111"	"CoumaroylAmide"	"down"	"YPL161C"	-1.90036897628626
"928"	"CoumaroylAmide"	"down"	"YBR082C"	-1.61603007260002
"935"	"CoumaroylAmide"	"down"	"YCL011C"	-1.3720748357382
"945"	"CoumaroylAmide"	"down"	"YMR307W"	-2.94727619812615
"955"	"CoumaroylAmide"	"down"	"YAL011W"	-1.89873648642323
"965"	"CoumaroylAmide"	"down"	"YDR485C"	-1.83548659880073
"170"	"DMSO"	"up"	"YNL120C"	1.61241684718853
"250"	"DMSO"	"up"	"YGR208W"	1.43298893745473
"340"	"DMSO"	"up"	"YMR143W"	1.50445335441849
"450"	"DMSO"	"up"	"YDR007W"	1.47320122054978
"550"	"DMSO"	"up"	"YIL148W"	1.31344361124091
"649"	"DMSO"	"up"	"YBR266C"	1.47789299951611
"739"	"DMSO"	"up"	"YDR019C"	1.82415509438979
"830"	"DMSO"	"up"	"YKL057C"	1.63343630654802
"929"	"DMSO"	"up"	"YLR425W"	1.41389605999031
"1023"	"DMSO"	"up"	"YJL071W"	1.63434859544009
"1122"	"DMSO"	"up"	"YIL094C"	1.48814992687837
"1219"	"DMSO"	"up"	"YPL066W"	1.37600847072621
"1315"	"DMSO"	"up"	"YDL013W"	1.69302975642116
"1412"	"DMSO"	"up"	"YMR022W"	1.38754388097873
"1511"	"DMSO"	"up"	"YCL029C"	1.62303570060411
"1610"	"DMSO"	"up"	"YNL167C"	1.4276585127004
"179"	"DMSO"	"up"	"YBR115C"	1.61121567052301
"189"	"DMSO"	"up"	"YKL048C"	1.30480582477097
"199"	"DMSO"	"up"	"YCR071C"	1.32397904179304
"209"	"DMSO"	"up"	"YGL105W"	1.39507118645017
"2115"	"DMSO"	"up"	"YEL063C"	1.59433916215174
"2212"	"DMSO"	"up"	"YGR022C"	1.51244607945287
"2311"	"DMSO"	"up"	"YGL005C"	1.78997588737442
"2410"	"DMSO"	"up"	"YJR118C"	1.46601190332434
"2510"	"DMSO"	"up"	"YHR134W"	1.75101956428204
"2610"	"DMSO"	"up"	"YNL003C"	1.24397376576698
"2710"	"DMSO"	"up"	"YGL017W"	1.41448283485543
"289"	"DMSO"	"up"	"YDR006C"	1.55829749329909
"298"	"DMSO"	"up"	"YML001W"	1.39378322524983
"309"	"DMSO"	"up"	"YBL072C"	1.34412754110454
"3115"	"DMSO"	"up"	"YDL006W"	1.27727902520432
"3213"	"DMSO"	"up"	"YPL172C"	1.41125514814081
"3311"	"DMSO"	"up"	"YDL002C"	1.41989799647557
"349"	"DMSO"	"up"	"YPL101W"	1.35547186443167
"359"	"DMSO"	"up"	"YDL119C"	1.61085676200037
"3610"	"DMSO"	"up"	"YGL154C"	1.5104328124393
"3710"	"DMSO"	"up"	"YGR101W"	1.25633754280804
"3810"	"DMSO"	"up"	"YDR004W"	1.39440771867614
"3911"	"DMSO"	"up"	"YHR018C"	1.28175036844347
"4011"	"DMSO"	"up"	"YDR276C"	1.28998226708092
"4116"	"DMSO"	"up"	"YGR032W"	1.45197737358806
"4213"	"DMSO"	"up"	"YOR125C"	1.55018896444217
"4311"	"DMSO"	"up"	"YGL009C"	1.51499971437825
"4411"	"DMSO"	"down"	"YJR140C"	-2.14969540533638
"4510"	"DMSO"	"down"	"YLR113W"	-4.22051212000187
"4610"	"DMSO"	"down"	"YDR334W"	-4.05149945778407
"4710"	"DMSO"	"down"	"YKL050C"	-4.20219068805553
"489"	"DMSO"	"down"	"YDR485C"	-5.32703020142028
"499"	"DMSO"	"down"	"YOR038C"	-1.5247245208471
"509"	"DMSO"	"down"	"YER156C"	-2.42311159227713
"5115"	"DMSO"	"down"	"YCR086W"	-1.53028227096659
"5213"	"DMSO"	"down"	"YBR231C"	-2.82388353704584
"5312"	"DMSO"	"down"	"YAL011W"	-2.50174687414133
"5410"	"DMSO"	"down"	"YNL147W"	-2.57189313576426
"5510"	"DMSO"	"down"	"YDR451C"	-1.39330769207586
"5610"	"DMSO"	"down"	"YDR108W"	-2.60438510101045
"5711"	"DMSO"	"down"	"YLR085C"	-3.23795800603221
"180"	"EMIMCl"	"up"	"YNL297C"	1.63152392677025
"260"	"EMIMCl"	"up"	"YER178W"	1.42408699559165
"350"	"EMIMCl"	"up"	"YHL031C"	1.65211133379809
"460"	"EMIMCl"	"up"	"YLR182W"	1.56522001933974
"560"	"EMIMCl"	"up"	"YDR049W"	1.35744467426533
"650"	"EMIMCl"	"up"	"YBR289W"	1.98556448885995
"5811"	"EMIMCl"	"down"	"YDR090C"	-3.32139551906693
"5910"	"EMIMCl"	"down"	"YHL003C"	-1.83542845402628
"6010"	"EMIMCl"	"down"	"YJR137C"	-1.71579648807188
"6116"	"EMIMCl"	"down"	"YLR239C"	-3.85165604559508
"6212"	"EMIMCl"	"down"	"YNR041C"	-4.42651572955025
"6311"	"EMIMCl"	"down"	"YPR191W"	-3.0829499312805
"6410"	"EMIMCl"	"down"	"YGR101W"	-3.32815816475858
"6510"	"EMIMCl"	"down"	"YNL273W"	-3.08353931869234
"6610"	"EMIMCl"	"down"	"YLR237W"	-3.04611766001026
"6710"	"EMIMCl"	"down"	"YML001W"	-2.69392673530481
"6810"	"EMIMCl"	"down"	"YCR028C-A"	-3.3245864450811
"6910"	"EMIMCl"	"down"	"YNL081C"	-3.23565365395105
"7010"	"EMIMCl"	"down"	"YOR279C"	-3.09654157303796
"7115"	"EMIMCl"	"down"	"YGR206W"	-1.90394164950948
"7212"	"EMIMCl"	"down"	"YJL071W"	-3.12954138371416
"7310"	"EMIMCl"	"down"	"YOR221C"	-2.87451349055618
"749"	"EMIMCl"	"down"	"YGL154C"	-2.98687691782974
"759"	"EMIMCl"	"down"	"YDR393W"	-3.7710977632872
"769"	"EMIMCl"	"down"	"YDR019C"	-3.04252337715336
"778"	"EMIMCl"	"down"	"YJL046W"	-3.09131065857448
"788"	"EMIMCl"	"down"	"YBL005W"	-3.62900845839265
"798"	"EMIMCl"	"down"	"YGR022C"	-2.42687704703734
"808"	"EMIMCl"	"down"	"YPL178W"	-2.99527753650334
"8114"	"EMIMCl"	"down"	"YBR266C"	-2.78464778612444
"8211"	"EMIMCl"	"down"	"YDR007W"	-3.11621591843348
"838"	"EMIMCl"	"down"	"YGL010W"	-2.8253571514589
"848"	"EMIMCl"	"down"	"YOL095C"	-3.0950147029351
"858"	"EMIMCl"	"down"	"YLR426W"	-1.97189504445364
"868"	"EMIMCl"	"down"	"YNL003C"	-2.81809131141817
"878"	"EMIMCl"	"down"	"YJL065C"	-1.45584450070639
"887"	"EMIMCl"	"down"	"YMR021C"	-2.09396635924005
"897"	"EMIMCl"	"down"	"YPR173C"	-2.93990606268743
"907"	"EMIMCl"	"down"	"YCR071C"	-3.21700370238296
"9112"	"EMIMCl"	"down"	"YOR334W"	-1.36882907078638
"9210"	"EMIMCl"	"down"	"YDL119C"	-2.30778184086391
"936"	"EMIMCl"	"down"	"YGR188C"	-2.91299391169155
"946"	"EMIMCl"	"down"	"YGL004C"	-3.21466068860156
"956"	"EMIMCl"	"down"	"YDR004W"	-2.96513707367216
"966"	"EMIMCl"	"down"	"YIL094C"	-3.43879662140075
"973"	"EMIMCl"	"down"	"YCR008W"	-1.64052970034333
"983"	"EMIMCl"	"down"	"YGL009C"	-2.44661905532332
"993"	"EMIMCl"	"down"	"YPL172C"	-2.30419219956903
"1003"	"EMIMCl"	"down"	"YGL017W"	-2.24246007705227
"10110"	"EMIMCl"	"down"	"YDL006W"	-2.05625548153921
"1024"	"EMIMCl"	"down"	"YBR248C"	-2.25642589986373
"1032"	"EMIMCl"	"down"	"YDL002C"	-2.18746055713959
"1042"	"EMIMCl"	"down"	"YIL020C"	-2.30862505387357
"1052"	"EMIMCl"	"down"	"YDR310C"	-2.03690177602694
"1062"	"EMIMCl"	"down"	"YOL068C"	-1.61020713991756
"1072"	"EMIMCl"	"down"	"YDR276C"	-2.55506301696411
"1082"	"EMIMCl"	"down"	"YGR032W"	-2.38619494166742
"1092"	"EMIMCl"	"down"	"YDL001W"	-1.62877334572362
"1102"	"EMIMCl"	"down"	"YML067C"	-1.38656513816845
"11110"	"EMIMCl"	"down"	"YPL230W"	-1.81936060767689
"1123"	"EMIMCl"	"down"	"YOL081W"	-1.69711781718867
"1131"	"EMIMCl"	"down"	"YOR125C"	-2.06713306681485
"1141"	"EMIMCl"	"down"	"YCR079W"	-1.50119094975788
"190"	"EtOH"	"up"	"YMR276W"	1.73240664829553
"270"	"EtOH"	"up"	"YCR053W"	1.95403351722027
"360"	"EtOH"	"up"	"YDR378C"	3.04446050254068
"470"	"EtOH"	"up"	"YIL133C"	1.61803859713378
"570"	"EtOH"	"up"	"YLR061W"	1.66063940621603
"660"	"EtOH"	"up"	"YFL051C"	1.61403908142534
"740"	"EtOH"	"up"	"YOR367W"	1.62677641147219
"839"	"EtOH"	"up"	"YJL177W"	1.66667600665804
"930"	"EtOH"	"up"	"YPL181W"	1.78438536828569
"1025"	"EtOH"	"up"	"YFR009W"	2.02183682331449
"1810"	"EtOH"	"down"	"YNL098C"	-6.5898978232165
"1910"	"EtOH"	"down"	"YHL031C"	-3.36639626506027
"2010"	"EtOH"	"down"	"YGL252C"	-2.03471460912058
"2116"	"EtOH"	"down"	"YER090W"	-2.11352141387835
"2213"	"EtOH"	"down"	"YML048W"	-1.69924234933852
"2312"	"EtOH"	"down"	"YDL119C"	-1.8397462559061
"2411"	"EtOH"	"down"	"YGL153W"	-1.70668179205241
"2511"	"EtOH"	"down"	"YPR141C"	-2.7396985272506
"2611"	"EtOH"	"down"	"YLR262C"	-4.77704205330347
"2711"	"EtOH"	"down"	"YDR435C"	-2.16360403802434
"2810"	"EtOH"	"down"	"YIL076W"	-1.82772735856932
"299"	"EtOH"	"down"	"YDR207C"	-6.58956851284502
"3010"	"EtOH"	"down"	"YDR213W"	-2.57759474880439
"3116"	"EtOH"	"down"	"YHL005C"	-2.68355642968875
"3214"	"EtOH"	"down"	"YLR039C"	-3.57795136096924
"3312"	"EtOH"	"down"	"YJL169W"	-1.63316167895212
"3410"	"EtOH"	"down"	"YGR044C"	-1.91949532097057
"1100"	"FerulicAcid"	"up"	"YBR289W"	2.66216215261023
"280"	"FerulicAcid"	"up"	"YBR248C"	2.90116345904522
"370"	"FerulicAcid"	"up"	"YNR041C"	2.19221620555638
"480"	"FerulicAcid"	"up"	"YDR393W"	2.33579912895777
"580"	"FerulicAcid"	"up"	"YBR266C"	2.79880425483918
"670"	"FerulicAcid"	"up"	"YIL020C"	2.99577855599119
"750"	"FerulicAcid"	"up"	"YDL002C"	2.06106497224288
"840"	"FerulicAcid"	"up"	"YPR191W"	2.29580673102307
"937"	"FerulicAcid"	"up"	"YDL001W"	2.10108166668977
"1026"	"FerulicAcid"	"up"	"YJL071W"	2.38184591900088
"1124"	"FerulicAcid"	"up"	"YOL095C"	2.43886463320132
"1220"	"FerulicAcid"	"up"	"YHR018C"	2.26252423473099
"1316"	"FerulicAcid"	"up"	"YDR276C"	2.16772210330803
"1413"	"FerulicAcid"	"up"	"YML001W"	2.52828403186597
"1512"	"FerulicAcid"	"up"	"YDR019C"	2.18996982336868
"1611"	"FerulicAcid"	"up"	"YGL004C"	2.32688916059736
"1710"	"FerulicAcid"	"up"	"YBR115C"	1.8582352535135
"1811"	"FerulicAcid"	"up"	"YPL178W"	2.27978096050065
"1911"	"FerulicAcid"	"up"	"YGL010W"	2.16146071989219
"2011"	"FerulicAcid"	"up"	"YIL094C"	2.49960917410337
"2117"	"FerulicAcid"	"up"	"YBL005W"	2.06822606925249
"2214"	"FerulicAcid"	"up"	"YNL081C"	2.21128306575434
"2313"	"FerulicAcid"	"up"	"YPR173C"	2.37510517105026
"2412"	"FerulicAcid"	"up"	"YGR032W"	2.36210177178872
"2512"	"FerulicAcid"	"up"	"YDL006W"	2.09975531008994
"2612"	"FerulicAcid"	"up"	"YLR239C"	2.22115568845401
"2712"	"FerulicAcid"	"up"	"YGL009C"	2.02367799656369
"2811"	"FerulicAcid"	"up"	"YGR101W"	2.36663656415017
"2910"	"FerulicAcid"	"up"	"YDR006C"	1.86863726642384
"3011"	"FerulicAcid"	"up"	"YCR028C-A"	2.33722513237683
"3117"	"FerulicAcid"	"up"	"YNL273W"	2.15061395668031
"3215"	"FerulicAcid"	"up"	"YGL154C"	2.15880711418004
"3313"	"FerulicAcid"	"up"	"YDR007W"	2.12335573705747
"3411"	"FerulicAcid"	"up"	"YDR004W"	2.16592909595187
"3510"	"FerulicAcid"	"up"	"YCR071C"	2.00474340950413
"3611"	"FerulicAcid"	"up"	"YGR022C"	2.25216395201853
"3711"	"FerulicAcid"	"up"	"YBR113W"	2.96095941028474
"4312"	"FerulicAcid"	"down"	"YEL053C"	-3.97430872471447
"4412"	"FerulicAcid"	"down"	"YJL154C"	-3.92008728115424
"4511"	"FerulicAcid"	"down"	"YNL125C"	-3.6299776570717
"4611"	"FerulicAcid"	"down"	"YMR274C"	-2.41781860475352
"4711"	"FerulicAcid"	"down"	"YLR371W"	-4.0642978809717
"4810"	"FerulicAcid"	"down"	"YML003W"	-3.52628736332626
"4910"	"FerulicAcid"	"down"	"YNL323W"	-2.54315054250852
"5010"	"FerulicAcid"	"down"	"YHL031C"	-4.64379478822255
"5116"	"FerulicAcid"	"down"	"YDR326C"	-2.98882518084097
"5214"	"FerulicAcid"	"down"	"YOL090W"	-2.58594178000294
"5313"	"FerulicAcid"	"down"	"YOR068C"	-3.74383334274319
"5411"	"FerulicAcid"	"down"	"YIL160C"	-4.48334447839569
"5511"	"FerulicAcid"	"down"	"YJL065C"	-1.92020260999931
"5611"	"FerulicAcid"	"down"	"YBR164C"	-4.66959355763207
"5712"	"FerulicAcid"	"down"	"YDL226C"	-2.14313987903694
"5812"	"FerulicAcid"	"down"	"YMR202W"	-5.97442737400416
"5911"	"FerulicAcid"	"down"	"YBR270C"	-2.08892872923047
"6011"	"FerulicAcid"	"down"	"YGL054C"	-3.90285417074348
"6117"	"FerulicAcid"	"down"	"YJL004C"	-4.51745027098605
"6213"	"FerulicAcid"	"down"	"YNL056W"	-2.01121138787366
"6312"	"FerulicAcid"	"down"	"YLR349W"	-2.21304526734754
"6411"	"FerulicAcid"	"down"	"YLR350W"	-2.35924223190955
"6511"	"FerulicAcid"	"down"	"YOR279C"	-2.96553602446202
"6611"	"FerulicAcid"	"down"	"YKR019C"	-2.03938169274048
"6711"	"FerulicAcid"	"down"	"YLR309C"	-2.35080911065314
"6811"	"FerulicAcid"	"down"	"YOR132W"	-2.63670446136226
"6911"	"FerulicAcid"	"down"	"YJR073C"	-2.8842949785736
"7011"	"FerulicAcid"	"down"	"YAL026C"	-2.50527227368033
"7116"	"FerulicAcid"	"down"	"YDR455C"	-2.77286847181023
"7213"	"FerulicAcid"	"down"	"YOR070C"	-2.30879736384517
"7311"	"FerulicAcid"	"down"	"YDR421W"	-1.93188190113791
"7410"	"FerulicAcid"	"down"	"YMR021C"	-2.21533832205273
"7510"	"FerulicAcid"	"down"	"YDR310C"	-2.19460803887715
"7610"	"FerulicAcid"	"down"	"YER155C"	-2.40071850708566
"779"	"FerulicAcid"	"down"	"YOR059C"	-2.28700350712856
